Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
<Risk_Factor,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素>
Disease,Alzheimer's disease,has_biomarker,Biomarker,Aβ,阿尔茨海默病的生物标志物是Aβ
Protein,APP,produces,Protein,Aβ,APP蛋白产生Aβ
Treatment,verubecestat,is_used_in,Clinical_Stage,mild to moderate AD,verubecestat用于轻度至中度AD
Treatment,RG7129,has_selectivity,Protein,CatD and CatE,RG7129对CatD和CatE具有高选择性
Disease,Alzheimer's disease,has_protective_factor,Gene,APP mutations,APP突变减少淀粉样肽形成，具有AD保护作用
<Treatment,rivastigmine,treats,Disease,Alzheimer's disease,利斯的明是治疗阿尔茨海默病的药物>
Treatment,RG7129,inhibits,Protein,BACE-1,RG7129对BACE-1具有高抑制活性
<Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病的主要病理特征之一是神经纤维缠结的形成>
Disease,Alzheimer's disease,has_risk_factor,Gene,APP mutations,APP突变增加β-切割效率，导致Aβ肽过度产生，增加AD风险
Risk_Factor,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病的风险
Protein,BACE-1,is_related_to,Pathological_Change,amyloid plaque,BACE-1与淀粉样斑块病理变化相关
Protein,BACE-1,is_related_to,Pathological_Change,neuronal impairment,BACE-1与神经元损伤病理变化相关
<Research_Method,gamma-secretase modulators,affects,Protein,amyloid-beta,γ-分泌酶调节剂影响淀粉样蛋白的产生>
<Protein,amyloid-beta,is_cleaved_by,Protein,BACE-1,淀粉样蛋白被BACE-1切割>
Clinical_Test,EPOCH trial,evaluates,Treatment,verubecestat,EPOCH试验评估verubecestat的疗效
Protein,BACE-1,is_related_to,Pathological_Change,neuronal loss,BACE-1与神经元丢失病理变化相关
Protein,BACE-1,is_related_to,Pathological_Change,amyloid cascade,BACE-1与淀粉样级联病理变化相关
Clinical_Test,phase II/III trials,evaluates,Treatment,verubecestat,二期/三期临床试验评估verubecestat的疗效
Protein,BACE-1,is_related_to,Pathological_Change,neuronal death,BACE-1与神经元死亡病理变化相关
