Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Protein,amyloid-beta,associated_with,Pathological_Change,plaque deposition,淀粉样蛋白与斑块沉积相关
Risk_Factor,endocrine dysfunction,increases_risk_of,Disease,Alzheimer's disease,内分泌功能障碍增加阿尔茨海默病的风险
Protein,IL-1β,induces,Pathological_Change,neuroinflammation,IL-1β诱导神经炎症
Clinical_Stage,mild cognitive impairment,precedes,Disease,Alzheimer's disease,轻度认知障碍先于阿尔茨海默病
Treatment,dietary intervention,targets,Disease,Alzheimer's disease,饮食干预是阿尔茨海默病的潜在治疗方法
Risk_Factor,immune dysfunction,increases_risk_of,Disease,Alzheimer's disease,免疫功能障碍增加阿尔茨海默病的风险
Treatment,ketogenic diet,improves,Clinical_Manifestation,cognitive function,生酮饮食改善认知功能
Protein,NF-κB,upregulates,Protein,proinflammatory cytokines,NF-κB上调促炎细胞因子
Risk_Factor,aging,associated_with,Pathological_Change,amyloid-beta,衰老与淀粉样蛋白沉积相关
Brain_Region,prefrontal cortex,affected_by,Disease,Alzheimer's disease,阿尔茨海默病影响前额叶皮层
Risk_Factor,microbial translocation,increases_risk_of,Disease,Alzheimer's disease,微生物易位增加阿尔茨海默病的风险
Research_Method,transcriptomics,studies,Biomarker,gut microbiota-brain axis,转录组学研究肠道微生物-脑轴
Pathological_Change,tauopathy,associated_with,Disease,Alzheimer's disease,tau蛋白病与阿尔茨海默病相关
Pathological_Change,neuroinflammation,associated_with,Disease,Alzheimer's disease,神经炎症是阿尔茨海默病的病理特征
Pathological_Change,neuroinflammation,associated_with,Protein,IL-6,神经炎症与IL-6相关
Pathological_Change,amyloidosis,associated_with,Disease,Alzheimer's disease,淀粉样变性与阿尔茨海默病相关
Clinical_Manifestation,cognitive decline,associated_with,Disease,Alzheimer's disease,认知衰退是阿尔茨海默病的临床表现
Clinical_Manifestation,aggression,associated_with,Disease,Alzheimer's disease,攻击性是阿尔茨海默病的临床表现
Risk_Factor,decreased body mass,increases_risk_of,Disease,Alzheimer's disease,体重下降增加阿尔茨海默病的风险
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩
Pathological_Change,amyloid-beta deposition,associated_with,Disease,Alzheimer's disease,淀粉样蛋白沉积与阿尔茨海默病相关
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
Pathological_Change,gut microbiota dysbiosis,associated_with,Disease,Alzheimer's disease,肠道微生物群失调与阿尔茨海默病相关
Risk_Factor,medications,increases_risk_of,Disease,Alzheimer's disease,药物影响增加阿尔茨海默病的风险
Treatment,FMT,reduces,Pathological_Change,amyloid-beta,FMT减少淀粉样蛋白沉积
Protein,APP,cleaved_by,Protein,β-protease,淀粉样前体蛋白被β-蛋白酶切割
Pathological_Change,neuroinflammation,associated_with,Protein,proinflammatory cytokines,神经炎症与促炎细胞因子相关
Biomarker,TNF-α,associated_with,Disease,Alzheimer's disease,TNF-α与阿尔茨海默病的神经炎症相关
Treatment,FMT,improves,Clinical_Manifestation,cognitive function,FMT改善认知功能
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Biomarker,IL-1β,associated_with,Disease,Alzheimer's disease,IL-1β与阿尔茨海默病的神经炎症相关
Risk_Factor,insulin resistance,increases_risk_of,Disease,Alzheimer's disease,胰岛素抵抗增加阿尔茨海默病风险
Treatment,prebiotic,reduces,Pathological_Change,neuroinflammation,益生元减少神经炎症
Protein,proinflammatory cytokines,potentiates,Pathological_Change,amyloid-beta deposition,促炎细胞因子加剧淀粉样蛋白沉积
Risk_Factor,gluten intolerance,increases_risk_of,Disease,Alzheimer's disease,麸质不耐受增加阿尔茨海默病的风险
Risk_Factor,aging,associated_with,Pathological_Change,neurodegeneration,衰老与神经退行性变相关
Pathological_Change,neuroinflammation,associated_with,Protein,IL-12,神经炎症与IL-12相关
Protein,proinflammatory cytokines,potentiates,Pathological_Change,tau hyperphosphorylation,促炎细胞因子加剧tau蛋白过度磷酸化
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Treatment,FOS,reduces,Pathological_Change,amyloid-beta,FOS减少淀粉样蛋白沉积
Research_Method,metagenomics,studies,Biomarker,gut microbiota-brain axis,宏基因组学研究肠道微生物-脑轴
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Treatment,fecal microbiota transplantation,targets,Disease,Alzheimer's disease,粪便微生物移植是阿尔茨海默病的潜在治疗方法
Pathological_Change,BBB permeability,increases_risk_of,Disease,Alzheimer's disease,血脑屏障通透性增加阿尔茨海默病风险
Brain_Region,hippocampus,affected_by,Disease,Alzheimer's disease,阿尔茨海默病影响海马体
Risk_Factor,diet,influences,Disease,Alzheimer's disease,饮食影响阿尔茨海默病风险
Pathological_Change,astrogliosis,associated_with,Disease,Alzheimer's disease,星形胶质细胞增生与阿尔茨海默病相关
Treatment,SLAB51,improves,Clinical_Manifestation,cognitive function,SLAB51改善认知功能
Risk_Factor,aging,associated_with,Pathological_Change,neuroinflammation,衰老与神经炎症相关
Protein,APP,cleaved_by,Protein,γ-protease,淀粉样前体蛋白被γ-蛋白酶切割
Treatment,SLAB51,reduces,Pathological_Change,amyloid-beta,SLAB51减少淀粉样蛋白沉积
Risk_Factor,bacterial metabolites,increases_risk_of,Disease,Alzheimer's disease,细菌代谢物增加阿尔茨海默病的风险
Clinical_Manifestation,cognitive impairment,associated_with,Biomarker,gut microbiota,认知障碍与肠道微生物群相关
Clinical_Manifestation,paranoia,associated_with,Disease,Alzheimer's disease,偏执是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,associated_with,Risk_Factor,aging,阿尔茨海默病与衰老相关
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive impairment,阿尔茨海默病表现为认知障碍
Risk_Factor,oxidative stress,increases_risk_of,Disease,Alzheimer's disease,氧化应激增加阿尔茨海默病的风险
Gene,APP,associated_with,Pathological_Change,amyloidosis,APP基因与淀粉样变性相关
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
Pathological_Change,neuroinflammation,associated_with,Protein,IL-13,神经炎症与IL-13相关
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病的风险
Pathological_Change,eNOS expression,associated_with,Treatment,ketogenic diet,eNOS表达与生酮饮食相关
Pathological_Change,amyloid-beta clearance,associated_with,Treatment,ketogenic diet,淀粉样蛋白清除与生酮饮食相关
Disease,Alzheimer's disease,associated_with,Pathological_Change,neuroinflammation,阿尔茨海默病与神经炎症相关
Risk_Factor,aging,associated_with,Pathological_Change,BBB leakage,衰老与血脑屏障渗漏相关
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
Clinical_Manifestation,confusion,associated_with,Disease,Alzheimer's disease,混乱是阿尔茨海默病的临床表现
Protein,TNF-α,induces,Pathological_Change,neuroinflammation,TNF-α诱导神经炎症
Risk_Factor,pro-inflammatory cytokines,increases_risk_of,Disease,Alzheimer's disease,促炎细胞因子增加阿尔茨海默病的风险
Treatment,prebiotics,targets,Disease,Alzheimer's disease,益生元是阿尔茨海默病的潜在治疗方法
Risk_Factor,aging,associated_with,Pathological_Change,astrocyte activation,衰老与星形胶质细胞激活相关
Pathological_Change,neuroinflammation,associated_with,Protein,LPS,神经炎症与脂多糖相关
Protein,IL-6,induces,Pathological_Change,neuroinflammation,IL-6诱导神经炎症
Biomarker,IFN-γ,associated_with,Disease,Alzheimer's disease,IFN-γ与阿尔茨海默病的神经炎症相关
Pathological_Change,SCFA production,associated_with,Disease,Alzheimer's disease,短链脂肪酸产生与阿尔茨海默病相关
Risk_Factor,metabolic dysfunction,increases_risk_of,Disease,Alzheimer's disease,代谢功能障碍增加阿尔茨海默病的风险
Risk_Factor,celiac disease,increases_risk_of,Disease,Alzheimer's disease,乳糜泻增加阿尔茨海默病的风险
Pathological_Change,mTOR expression,associated_with,Treatment,ketogenic diet,mTOR表达与生酮饮食相关
Risk_Factor,LPS,increases_risk_of,Disease,Alzheimer's disease,脂多糖增加阿尔茨海默病的风险
Treatment,GV-971,reduces,Pathological_Change,neuroinflammation,GV-971减少神经炎症
Risk_Factor,aging,associated_with,Pathological_Change,neuronal loss,衰老与神经元丢失相关
Risk_Factor,dietary changes,increases_risk_of,Disease,Alzheimer's disease,饮食变化增加阿尔茨海默病的风险
Risk_Factor,aging,associated_with,Pathological_Change,synaptic plasticity,衰老与突触可塑性相关
Pathological_Change,neuroinflammation,associated_with,Protein,IL-12,
Biomarker,TMAO,associated_with,Disease,Alzheimer's disease,TMAO与阿尔茨海默病的病理发展相关
Gene,PSEN1,associated_with,Pathological_Change,amyloidosis,PSEN1基因与淀粉样变性相关
Risk_Factor,genetic predisposition,increases_risk_of,Disease,Alzheimer's disease,遗传倾向增加阿尔茨海默病的风险
Pathological_Change,tau hyperphosphorylation,associated_with,Disease,Alzheimer's disease,tau蛋白过度磷酸化与阿尔茨海默病相关
Risk_Factor,dysfunctional blood-brain barrier,increases_risk_of,Disease,Alzheimer's disease,血脑屏障功能障碍增加阿尔茨海默病的风险
Treatment,immunotherapy,targets,Protein,amyloid-beta,免疫疗法针对淀粉样蛋白
Clinical_Test,Mini-Mental State Examination,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查评估认知功能
Risk_Factor,lifestyle factors,increases_risk_of,Disease,Alzheimer's disease,生活方式因素增加阿尔茨海默病的风险
Risk_Factor,mitochondrial dysfunction,increases_risk_of,Disease,Alzheimer's disease,线粒体功能障碍增加阿尔茨海默病的风险
Risk_Factor,aging,associated_with,Pathological_Change,microglial activation,衰老与小胶质细胞激活相关
Risk_Factor,aging,associated_with,Pathological_Change,cognitive decline,衰老与认知功能下降相关
Treatment,immunotherapy,targets,Protein,tau,免疫疗法针对tau蛋白
Pathological_Change,neuroinflammation,associated_with,Protein,TGF-β,神经炎症与TGF-β相关
Biomarker,SCFAs,protects_against,Disease,Alzheimer's disease,短链脂肪酸可能预防阿尔茨海默病的病理发展
Pathological_Change,neuroinflammation,associated_with,Protein,IL-4,神经炎症与IL-4相关
Risk_Factor,high plasma homocysteine,increases_risk_of,Disease,Alzheimer's disease,高血浆同型半胱氨酸增加阿尔茨海默病风险
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会导致海马体区域受损
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,记忆力丧失是阿尔茨海默病的主要症状
Risk_Factor,dysfunctional gut barrier,increases_risk_of,Disease,Alzheimer's disease,肠道屏障功能障碍增加阿尔茨海默病的风险
Pathological_Change,amyloid plaques,associated_with,Disease,Alzheimer's disease,淀粉样斑块是阿尔茨海默病的病理特征
Treatment,probiotics,targets,Disease,Alzheimer's disease,益生菌是阿尔茨海默病的潜在治疗方法
Research_Method,shotgun metagenomics,analyzes,Biomarker,gut microbiota,鸟枪法宏基因组测序用于分析肠道微生物群
Pathological_Change,neuroinflammation,associated_with,Disease,Alzheimer's disease,神经炎症与阿尔茨海默病相关
Risk_Factor,medication use,influences,Biomarker,gut microbiota,药物使用影响肠道微生物群
Pathological_Change,neurovascular function,associated_with,Treatment,ketogenic diet,神经血管功能与生酮饮食相关
Risk_Factor,dysbiosis,increases_risk_of,Disease,Alzheimer's disease,肠道菌群失调增加阿尔茨海默病的风险
Risk_Factor,neural dysfunction,increases_risk_of,Disease,Alzheimer's disease,神经功能障碍增加阿尔茨海默病的风险
Research_Method,16S rRNA sequencing,analyzes,Biomarker,gut microbiota,16S rRNA测序用于分析肠道微生物群
Clinical_Manifestation,memory loss,associated_with,Disease,Alzheimer's disease,记忆力丧失是阿尔茨海默病的临床表现
Risk_Factor,high-fat diet,associated_with,Pathological_Change,amyloid-beta,高脂饮食与淀粉样蛋白沉积相关
Pathological_Change,microgliosis,associated_with,Disease,Alzheimer's disease,小胶质细胞增生与阿尔茨海默病相关
Risk_Factor,environmental factors,increases_risk_of,Disease,Alzheimer's disease,环境因素增加阿尔茨海默病的风险
Pathological_Change,neuroinflammation,associated_with,Protein,IL-10,神经炎症与IL-10相关
Risk_Factor,overall well-being,increases_risk_of,Disease,Alzheimer's disease,整体健康状况影响阿尔茨海默病的风险
Risk_Factor,inflammatory pathways,increases_risk_of,Disease,Alzheimer's disease,炎症通路增加阿尔茨海默病的风险
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐用于治疗阿尔茨海默病
Treatment,fecal microbiota transplantation,improves,Clinical_Manifestation,cognitive function,粪便微生物移植改善认知功能
Risk_Factor,TMAO,increases_risk_of,Disease,Alzheimer's disease,三甲胺氧化物增加阿尔茨海默病的风险
Protein,LPS,stimulates,Brain_Region,astrocytes,脂多糖刺激大脑中的星形胶质细胞
Research_Method,multi-omics approach,studies,Biomarker,gut microbiota-brain axis,多组学方法研究肠道微生物-脑轴
Risk_Factor,neuroimmune dysfunction,increases_risk_of,Disease,Alzheimer's disease,神经免疫功能障碍增加阿尔茨海默病的风险
Protein,LPS,stimulates,Protein,proinflammatory cytokines,脂多糖刺激促炎细胞因子
Disease,Alzheimer's disease,associated_with,Pathological_Change,amyloid-β plaques,阿尔茨海默病与淀粉样蛋白斑块相关
Risk_Factor,APOE genotype,increases_risk_of,Disease,Alzheimer's disease,APOE基因型是阿尔茨海默病的重要风险因素
Biomarker,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中积累
Risk_Factor,psychological factors,influences,Biomarker,gut microbiota,心理因素影响肠道微生物群
Pathological_Change,SCFA production,associated_with,Treatment,probiotic,短链脂肪酸产生与益生菌相关
Risk_Factor,aging,associated_with,Pathological_Change,astrocyte activation,衰老与
Treatment,Transcranial magnetic stimulation,targets,Disease,Alzheimer's disease,经颅磁刺激是阿尔茨海默病的潜在治疗方法
Pathological_Change,neurofibrillary tangles,associated_with,Disease,Alzheimer's disease,神经纤维缠结是阿尔茨海默病的病理特征
Protein,LPS,induces,Pathological_Change,neuroinflammation,脂多糖诱导神经炎症
Risk_Factor,high-fat diet,associated_with,Pathological_Change,neuroinflammation,高脂饮食与神经炎症相关
Treatment,FOS,improves,Clinical_Manifestation,cognitive function,FOS改善认知功能
Risk_Factor,aging,associated_with,Pathological_Change,tau hyperphosphorylation,衰老与tau蛋白过度磷酸化相关
Pathological_Change,SCFA production,associated_with,Treatment,dietary intervention,短链脂肪酸产生与饮食干预相关
Treatment,probiotic,improves,Clinical_Manifestation,cognitive function,益生菌改善认知功能
Protein,tau,forms,Pathological_Change,neurofibrillary tangles,tau蛋白过度磷酸化形成神经纤维缠结
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Risk_Factor,stress,influences,Biomarker,gut microbiota,压力影响肠道微生物群
Pathological_Change,neuroinflammation,associated_with,Protein,TNF-α,神经炎症与TNF-α相关
Disease,Alzheimer's disease,associated_with,Pathological_Change,neurofibrillary tangles,阿尔茨海默病与神经纤维缠结相关
Pathological_Change,neuroinflammation,associated_with,Protein,IFN-γ,神经炎症与IFN-γ相关
Disease,Alzheimer's disease,affects,Brain_Region,brain,阿尔茨海默病影响大脑区域
Treatment,GV-971,improves,Clinical_Manifestation,cognitive function,GV-971改善认知功能
Risk_Factor,epigenetic changes,increases_risk_of,Disease,Alzheimer's disease,表观遗传变化增加阿尔茨海默病的风险
Biomarker,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中积累
Pathological_Change,neuroinflammation,associated_with,Protein,IL-1β,神经炎症与IL-1β相关
Treatment,Vagus nerve stimulation,targets,Disease,Alzheimer's disease,迷走神经刺激是阿尔茨海默病的潜在治疗方法
Risk_Factor,aging,increases_risk_of,Disease,Alzheimer's disease,衰老增加阿尔茨海默病的风险
Research_Method,16S rRNA sequencing,analyzes,Biomarker,gut microbiota,16S rRNA测序分析肠道微生物群
Risk_Factor,diet,influences,Biomarker,gut microbiota,饮食影响肠道微生物群
Protein,LPS,stimulates,Brain_Region,microglia,脂多糖刺激大脑中的小胶质细胞
Research_Method,metabolomics,studies,Biomarker,gut microbiota-brain axis,代谢组学研究肠道微生物-脑轴
Pathological_Change,SCFA production,associated_with,Treatment,prebiotic,短链脂肪酸产生与益生元相关
Pathological_Change,neuroinflammation,associated_with,Protein,NF-κB,神经炎症与NF-κB相关
Protein,Aβ-42,forms,Pathological_Change,amyloid plaques,Aβ-42形成淀粉样斑块
