Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Animal_Model,App knock-in rat,exhibits,Pathological_Change,apoptosis activation,App敲入大鼠模型表现出细胞凋亡激活
Clinical_Test,rotarod test,evaluates,Clinical_Manifestation,motor coordination,旋转棒测试用于评估运动协调能力
Risk_Factor,aging,increases_risk_of,Disease,Alzheimer's disease,衰老是阿尔茨海默病的主要风险因素
Animal_Model,App knock-in rat,exhibits,Pathological_Change,brain atrophy,App敲入大鼠模型表现出脑萎缩
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,tau pathology,阿尔茨海默病的病理改变包括tau蛋白的异常
Clinical_Test,Western blotting,detects,Protein,GFAP,Western blotting检测GFAP蛋白
Disease,Alzheimer's disease,affects,Brain_Region,prefrontal cortex,阿尔茨海默病会影响前额叶皮层
Animal_Model,App knock-in rat,exhibits,Pathological_Change,synaptic density reduction,App敲入大鼠模型表现出突触密度减少
Animal_Model,App knock-in rat,exhibits,Pathological_Change,Aβ plaque pathology,App敲入大鼠模型表现出Aβ斑块病理
Animal_Model,App knock-in rat,exhibits,Pathological_Change,neuroinflammation,App敲入大鼠模型表现出神经炎症
Animal_Model,App knock-in rat,exhibits,Pathological_Change,RIPK1 activation,App敲入大鼠模型表现出RIPK1激活
Animal_Model,App NL-G-F rat,exhibits,Pathological_Change,progressive synaptic degeneration,App NL-G-F大鼠模型表现出突触退化的渐进性发展
Animal_Model,App knock-in rat,exhibits,Pathological_Change,necroptosis activation,App敲入大鼠模型表现出坏死性凋亡激活
Animal_Model,App NL-G-F rat,exhibits,Pathological_Change,synaptic protein reduction,App NL-G-F大鼠模型表现出突触蛋白的减少
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
Animal_Model,App knock-in rat,exhibits,Pathological_Change,tau aggregation,App敲入大鼠模型表现出tau蛋白聚集
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive impairment,阿尔茨海默病会导致认知功能受损
Animal_Model,App NL-G-F rat,exhibits,Pathological_Change,hyperphosphorylated tau,App NL-G-F大鼠模型表现出tau蛋白的过度磷酸化
Animal_Model,App NL-G-F rat,exhibits,Pathological_Change,progressive cognitive decline,
Protein,tau,has_pathological_change,Pathological_Change,aggregation,tau蛋白的异常聚集是阿尔茨海默病的病理改变之一
Imaging_Method,PET,detects,Pathological_Change,Aβ plaques,PET成像可以检测到Aβ斑块
