Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_risk_factor,Gene,APOE4,APOE4基因是阿尔茨海默病的风险因素
Research_Method,mouse models,studies,Pathological_Change,amyloid plaque,小鼠模型研究淀粉样斑块病理变化
Gene,PM20D1,has_biomarker,Biomarker,methylation,PM20D1基因的甲基化状态可作为生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,superior temporal gyrus methylation,颞上回甲基化是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_clinical_stage,Clinical_Stage,early stage AD,阿尔茨海默病包括早期阶段
Disease,Alzheimer's disease,has_research_method,Research_Method,longitudinal DNA methylation analysis,纵向DNA甲基化分析用于研究阿尔茨海默病
Disease,Alzheimer's disease,affects,Brain_Region,frontal cortex,阿尔茨海默病会影响额叶皮层
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Research_Method,gene expression profiling,analyzes,Biomarker,gene expression,基因表达分析用于研究基因表达
Treatment,PM20D1 knockdown,increases,Pathological_Change,amyloid plaque load,PM20D1敲除增加淀粉样斑块负荷
Clinical_Test,PET,detects,Pathological_Change,brain atrophy,正电子发射断层扫描检测脑萎缩
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病影响海马体区域
Pathological_Change,neurofibrillary tangles,associated_with,Disease,Alzheimer's disease,神经纤维缠结与阿尔茨海默病相关
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,DNA methylation changes,阿尔茨海默病伴随DNA甲基化改变
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查评估认知功能
Disease,Alzheimer's disease,affects,Brain_Region,entorhinal cortex,阿尔茨海默病影响内嗅皮层
Disease,Alzheimer's disease,has_risk_factor,Gene,rs960603,rs960603基因位点与阿尔茨海默病风险相关
Clinical_Manifestation,memory impairment,associated_with,Disease,Alzheimer's disease,记忆障碍与阿尔茨海默病相关
Clinical_Test,blood-based biomarkers,indicates,Disease,Alzheimer's disease,血液生物标志物指示阿尔茨海默病
Gene,PM20D1,has_expression_in,Brain_Region,hippocampus,PM20D1基因在海马体中表达
Disease,Alzheimer's disease,has_research_method,Research_Method,U-shape testing,U形测试用于研究阿尔茨海默病
Disease,Alzheimer's disease,has_biomarker,Biomarker,PM20D1,PM20D1是阿尔茨海默病的生物标志物
Biomarker,PM20D1 methylation,correlates_with,Biomarker,amyloid,PM20D1甲基化与淀粉样蛋白相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,PM20D1 promoter hypermethylation,PM20D1启动子高甲基化是阿尔茨海默病的生物标志物
Clinical_Test,CSF analysis,measures,Biomarker,Aβ1-42,脑脊液分析测量Aβ1-42生物标志物
Risk_Factor,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病风险
Biomarker,PM20D1 methylation,correlates_with,Biomarker,tangles,PM20D1甲基化与神经纤维缠结相关
Pathological_Change,amyloid plaque,associated_with,Disease,Alzheimer's disease,淀粉样斑块与阿尔茨海默病相关
Disease,Alzheimer's disease,has_research_method,Research_Method,gene expression analysis,基因表达分析用于研究阿尔茨海默病
Gene,PM20D1,associated_with,Disease,Alzheimer's disease,PM20D1基因与阿尔茨海默病相关
Research_Method,longitudinal data analysis,studies,Biomarker,DNA methylation,纵向数据分析研究DNA甲基化生物标志物
Gene,APOE,associated_with,Risk_Factor,Alzheimer's disease,APOE基因与阿尔茨海默病的风险因素相关
Research_Method,mouse models,studies,Clinical_Manifestation,learning performance,小鼠模型研究学习表现
Disease,Alzheimer's disease,has_research_method,Research_Method,linear mixed-effects modeling,线性混合效应模型用于研究阿尔茨海默病
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Disease,Alzheimer's disease,affects,Brain_Region,cerebellum,阿尔茨海默病影响小脑
Clinical_Test,CSF analysis,measures,Biomarker,t-tau,脑脊液分析测量t-tau生物标志物
Clinical_Stage,Braak staging ≥ 5,indicates,Pathological_Change,late stage AD,Braak分期≥5指示晚期阿尔茨海默病病理变化
Clinical_Test,MRI,detects,Pathological_Change,brain atrophy,核磁共振检测脑萎缩
Research_Method,mouse models,studies,Gene,PM20D1,小鼠模型研究PM20D1基因
Disease,Alzheimer's disease,has_biomarker,Biomarker,PM20D1 promoter hypomethylation,PM20D1启动子低甲基化是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta,淀粉样蛋白是阿尔茨海默病的生物标志物
Clinical_Stage,Braak stage,indicates,Pathological_Change,neurofibrillary tangles,Braak分期指示神经纤维缠结的病理变化
Disease,Alzheimer's disease,has_biomarker,Biomarker,p-tau181,p-tau181是阿尔茨海默病的生物标志物
Clinical_Manifestation,neurofibrillary tangles,is_symptom_of,Disease,Alzheimer's disease,神经纤维缠结是阿尔茨海默病的病理表现
Biomarker,p-tau181,indicates,Pathological_Change,early brain amyloidosis,p-tau181生物标志物指示早期脑淀粉样变性
Disease,Alzheimer's disease,has_risk_factor,Gene,rs708727,rs708727基因位点与阿尔茨海默病风险相关
Research_Method,DNA methylation profiling,analyzes,Biomarker,DNA methylation,DNA甲基化分析用于研究DNA甲基化生物标志物
Disease,Alzheimer's disease,affects,Brain_Region,prefrontal cortex,阿尔茨海默病影响前额叶皮层
Disease,Alzheimer's disease,has_research_method,Research_Method,DNA methylation profiling,DNA甲基化分析用于研究阿尔茨海默病
Clinical_Manifestation,memory loss,is_symptom_of,Disease,Alzheimer's disease,记忆力丧失是阿尔茨海默病的症状
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐用于治疗阿尔茨海默病
Disease,Alzheimer's disease,has_biomarker,Biomarker,PM20D1 expression,PM20D1表达水平是阿尔茨海默病的生物标志物
Risk_Factor,female sex,associated_with,Disease,Alzheimer's disease,女性性别与阿尔茨海默病风险相关
Biomarker,amyloid,associated_with,Disease,Alzheimer's disease,淀粉样蛋白与阿尔茨海默病相关
Clinical_Test,Braak staging,evaluates,Clinical_Stage,Alzheimer's disease,Braak分期用于评估阿尔茨海默病的临床分期
Treatment,PM20D1 overexpression,improves,Clinical_Manifestation,learning performance,PM20D1过表达改善学习表现
Protein,PM20D1,regulates,Biomarker,N-lipidated amino acids,PM20D1蛋白调节N-脂化氨基酸生物标志物
Clinical_Manifestation,amyloid plaques,is_symptom_of,Disease,Alzheimer's disease,淀粉样斑块是阿尔茨海默病的病理表现
Disease,Alzheimer's disease,has_biomarker,Biomarker,prefrontal cortex methylation,前额叶皮层甲基化是阿尔茨海默病的生物标志物
Risk_Factor,rs708727,associated_with,Disease,Alzheimer's disease,rs708727与阿尔茨海默病风险相关
Research_Method,methylation profiling,analyzes,Biomarker,DNA methylation,甲基化分析用于研究DNA甲基化
Gene,PM20D1,has_expression_in,Brain_Region,frontal cortex,PM20D1基因在额叶皮层中表达
Disease,Alzheimer's disease,has_biomarker,Biomarker,ANK1 methylation,ANK1甲基化是阿尔茨海默病的生物标志物
Clinical_Test,CSF analysis,measures,Biomarker,p-tau181,脑脊液分析测量p-tau181生物标志物
Disease,Alzheimer's disease,affects,Brain_Region,frontal cortex,阿尔茨海默病影响额叶皮层
Risk_Factor,rs960603,associated_with,Disease,Alzheimer's disease,rs960603与阿尔茨海默病风险相关
