Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
<Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失>
<Disease,Alzheimer's disease,associated_with,Pathological_Change,hippocampal atrophy,阿尔茨海默病与海马体萎缩相关>
Disease,Alzheimer's disease,has_biomarker,Biomarker,synaptic puncta,突触点状物是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,Aβ,Aβ是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,neuronal membrane fluidity,神经元膜流动性是阿尔茨海默病的生物标志物
<Disease,Alzheimer's disease,associated_with,Pathological_Change,autophagy impairment,阿尔茨海默病与自噬功能障碍相关>
Disease,Alzheimer's disease,affects,Brain_Region,amygdala,阿尔茨海默病影响杏仁核
<Disease,Alzheimer's disease,associated_with,Pathological_Change,IL-1β signaling alteration,阿尔茨海默病与IL-1β信号通路改变相关>
<Disease,Alzheimer's disease,associated_with,Pathological_Change,microglial activation,阿尔茨海默病与小胶质细胞激活相关>
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振检测脑萎缩
Disease,Alzheimer's disease,has_biomarker,Biomarker,pro-inflammatory mediators,促炎介质是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,neuronal survival,神经元存活是阿尔茨海默病的生物标志物
<Disease,Alzheimer's disease,associated_with,Pathological_Change,synaptic dysfunction,阿尔茨海默病与突触功能障碍相关>
Disease,Alzheimer's disease,has_biomarker,Biomarker,synaptic activity,突触活动是阿尔茨海默病的生物标志物
<Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐用于治疗阿尔茨海默病>
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,Tau phosphorylation,Tau蛋白磷酸化是阿尔茨海默病的病理改变
<Disease,Alzheimer's disease,associated_with,Pathological_Change,proteostatic dysfunction,阿尔茨海默病与蛋白质稳态功能障碍相关>
Gene,APOE,increases_risk_of,Disease,Alzheimer's disease,APOE基因增加阿尔茨海默病的风险
Disease,Alzheimer's disease,has_symptom,Symptom,cognitive impairment,认知障碍是阿尔茨海默病的症状
<Disease,Alzheimer's disease,associated_with,Pathological_Change,NFκB signaling alteration,阿尔茨海默病与NFκB信号通路改变相关>
<Disease,Alzheimer's disease,associated_with,Pathological_Change,neuroprotective response,阿尔茨海默病与神经保护反应相关>
<Disease,Alzheimer's disease,associated_with,Pathological_Change,brain connectivity alterations,阿尔茨海默病与脑连接性改变相关>
<Disease,Alzheimer's disease,associated_with,Pathological_Change,tau hyperphosphorylation,阿尔茨海默病与tau蛋白过度磷酸化相关>
Disease,Alzheimer's disease,has_biomarker,Biomarker,adult neurogenesis,成体神经发生是阿尔茨海默病的生物标志物
<Disease,Alzheimer's disease,associated_with,Pathological_Change,Wnt/β-catenin signaling impairment,阿尔茨海默病与Wnt/β-catenin信号通路受损相关>
Disease,Alzheimer's disease,has_biomarker,Biomarker,IFNγ,IFNγ是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,记忆力丧失是阿尔茨海默病的症状
<Disease,Alzheimer's disease,associated_with,Pathological_Change,ERS response,阿尔茨海默病与内质网应激反应相关>
<Disease,Alzheimer's disease,associated_with,Pathological_Change,BDNF reduction,阿尔茨海默病与脑源性神经营养因子减少相关>
<Disease,Alzheimer's disease,associated_with,Pathological_Change,cytokine signaling alteration,阿尔茨海默病与细胞因子信号通路改变相关>
<Disease,Alzheimer's disease,associated_with,Pathological_Change,GSK3 activation,阿尔茨海默病与糖原合成酶激酶3激活相关>
Disease,Alzheimer's disease,has_biomarker,Biomarker,neuronal loss,神经元丢失是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,ketone bodies,酮体是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,CYP46A1,CYP46A1是阿尔茨海默病的生物标志物
<Disease,Alzheimer's disease,associated_with,Pathological_Change,Aβ deposition,阿尔茨海默病与淀粉样蛋白沉积相关>
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查评估认知功能
<Disease,Alzheimer's disease,associated_with,Pathological_Change,apoptosis,阿尔茨海默病与细胞凋亡相关>
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,high cholesterol,高胆固醇是阿尔茨海默病的风险因素
<Disease,Alzheimer's disease,associated_with,Pathological_Change,HMGB1 signaling alteration,阿尔茨海默病与HMGB1信号通路改变相关>
Disease,Alzheimer's disease,has_biomarker,Biomarker,lipidemic profile,血脂谱是阿尔茨海默病的生物标志物
Biomarker,TNF-α,associated_with,Disease,Alzheimer's disease,TNF-α与阿尔茨海默病相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,insulin resistance,胰岛素抵抗是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neuroinflammation,神经炎症是阿尔茨海默病的病理改变
<Disease,Alzheimer's disease,associated_with,Pathological_Change,synaptic loss,阿尔茨海默病与突触丢失相关>
<Disease,Alzheimer's disease,associated_with,Pathological_Change,lipid peroxidation,阿尔茨海默病与脂质过氧化相关>
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid plaques,淀粉样斑块是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,神经纤维缠结是阿尔茨海默病的病理改变
<Disease,Alzheimer's disease,associated_with,Pathological_Change,neurotrophin signaling impairment,阿尔茨海默病与神经营养因子信号通路受损相关>
<Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩>
<Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积>
Disease,Alzheimer's disease,has_biomarker,Biomarker,dystrophic neurites,营养不良性神经突是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,α-secretase,α-分泌酶是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,neuronal membrane signaling,神经元膜信号传导是阿尔茨海默病的生物标志物
Biomarker,CRP,associated_with,Disease,Alzheimer's disease,C反应蛋白与阿尔茨海默病相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,mitochondrial function,线粒体功能是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,obesity,肥胖是阿尔茨海默病的风险因素
<Disease,Alzheimer's disease,associated_with,Pathological_Change,fractalkine signaling alteration,阿尔茨海默病与fractalkine信号通路改变相关>
<Disease,Alzheimer's disease,associated_with,Pathological_Change,dendritic spine morphology alteration,阿尔茨海默病与树突棘形态改变相关>
<Disease,Alzheimer's disease,associated_with,Pathological_Change,NLRP3 inflammasome activation,阿尔茨海默病与NLRP3炎症小体激活相关>
<Disease,Alzheimer's disease,associated_with,Pathological_Change,amyloid aggregation,阿尔茨海默病与淀粉样蛋白聚集相关>
Treatment,metformin,treats,Disease,Alzheimer's disease,二甲双胍用于治疗阿尔茨海默病
