Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Research_Method,glmnet models,identifies,Gene,causal genes,glmnet模型用于识别与阿尔茨海默病相关的因果基因
Disease,Alzheimer's disease,associated_with,Gene,APP-ADAMTS1,APP-ADAMTS1基因与阿尔茨海默病相关
Disease,Alzheimer's disease,associated_with,Gene,CD33,CD33基因与阿尔茨海默病风险相关
Disease,Alzheimer's disease,associated_with,Risk_Factor,immune cell activation,免疫细胞激活与阿尔茨海默病风险相关
Research_Method,Manhattan plot,identifies,Gene,causal genes,曼哈顿图用于识别与阿尔茨海默病相关的因果基因
Disease,Alzheimer's disease,associated_with,Gene,CD2AP,CD2AP基因与阿尔茨海默病风险相关
Disease,Alzheimer's disease,associated_with,Gene,APP,APP基因与阿尔茨海默病风险相关
Disease,Alzheimer's disease,associated_with,Gene,EPHA1,EPHA1基因与阿尔茨海默病风险相关
Disease,Alzheimer's disease,associated_with,Gene,APH1B,APH1B基因与阿尔茨海默病风险相关
Disease,Alzheimer's disease,associated_with,Gene,ZYX,ZYX基因与阿尔茨海默病风险相关
Research_Method,gene prioritization,identifies,Gene,causal genes,基因优先排序方法用于识别与阿尔茨海默病相关的因果基因
Disease,Alzheimer's disease,associated_with,Risk_Factor,inflammatory bowel disease,炎症性肠病与阿尔茨海默病风险相关
Research_Method,FINEMAP,identifies,Gene,causal genes,FINEMAP方法用于识别与阿尔茨海默病相关的因果基因
Research_Method,iPSC-derived microglia,identifies,Gene,causal genes,iPSC衍生的小胶质细胞用于识别与阿尔茨海默病相关的因果基因
Research_Method,GTEx,identifies,Gene,causal genes,GTEx用于识别与阿尔茨海默病相关的因果基因
Disease,Alzheimer's disease,associated_with,Gene,ECHDC3,ECHDC3基因与阿尔茨海默病风险相关
Disease,Alzheimer's disease,associated_with,Gene,APH1B,APH1B基因与阿尔茨海默病相关
Disease,Alzheimer's disease,associated_with,Gene,IGHG1,IGHG1基因与阿尔茨海默病风险相关
Gene,APOE,increases_risk_of,Disease,Alzheimer's disease,APOE基因增加阿尔茨海默病的风险
