Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Drug_Formulation,coated formulations,tested_in,Clinical_Test,ethanol release studies,涂层剂型在乙醇释放研究中测试
Clinical_Test,once-weekly oral memantine,has_pharmacokinetics,Biomarker,near-linear drug release over seven days,一周一次口服美金刚制剂具有近线性药物释放特征
Drug_Release,drug release,measured_by,Clinical_Test,in vitro release assay,药物释放通过体外释放试验测量
Clinical_Test,ethanol release studies,measures,Drug_Release,drug release in ethanol,乙醇释放研究测量乙醇中的药物释放
Clinical_Test,PK evaluation,compares,Treatment,coated vs uncoated dosage forms,药代动力学评估比较涂层与未涂层剂型
Clinical_Test,once-weekly oral memantine,has_pharmacokinetics,Biomarker,resistance to dose dumping,一周一次口服美金刚制剂具有抗剂量倾泻特性
Material,simulated gastric fluid,maintains,Condition,sink conditions,模拟胃液维持沉没条件
Clinical_Test,once-weekly oral memantine,achieves,Biomarker,7-day gastric retention,一周一次口服美金刚制剂实现7天胃滞留
Drug_Release,drug release in ethanol,compared_to,Drug_Release,drug release in FaSSGF,乙醇中的药物释放与FaSSGF中的药物释放比较
Clinical_Test,accurate drug release measurement,achieved_by,Method,replacing release media,准确的药物释放测量通过更换释放介质实现
Disease,Alzheimer's disease,treated_by,Treatment,memantine hydrochloride,美金刚盐酸盐用于治疗阿尔茨海默病
Condition,sink conditions,ensures,Clinical_Test,accurate drug release measurement,沉没条件确保准确的药物释放测量
Biomarker,memantine,administered_in,Drug_Formulation,gastro-retentive dosage form,美金刚通过胃滞留剂型给药
Clinical_Test,once-weekly oral memantine,has_release_kinetics,Biomarker,near zero-order kinetics,一周一次口服美金刚制剂具有近零级释放动力学
Imaging_Method,X-ray,monitors,Clinical_Test,gastric retention,X射线用于监测胃滞留情况
Structure,drug-loaded arms,controls,Drug_Release,drug release,载药臂控制药物释放
Imaging_Method,X-ray,confirms,Event,complete passage,X射线确认完全通过事件
Disease,Alzheimer's disease,treated_by,Treatment,memantine,美金刚用于治疗阿尔茨海默病
Method,replacing release media,performed_at,Time_Point,each time point,更换释放介质在每个时间点进行
Clinical_Test,once-weekly oral memantine,has_pharmacokinetics,Biomarker,biocompatible and chemically stable polymer matrix,一周一次口服美金刚制剂采用生物相容且化学稳定的聚合物基质
Material,ethylcellulose,resists,Risk_Factor,ethanol,乙基纤维素抵抗乙醇影响
Clinical_Test,once-weekly oral memantine,has_formulation_method,Research_Method,stellate design,一周一次口服美金刚制剂采用星形设计
Drug,memantine HCl,blended_with,Material,polycaprolactone,盐酸美金刚与聚己内酯混合
Drug_Formulation,gastro-retentive dosage form,breaks_down_into,Material,smaller components,胃滞留剂型分解为较小组件
Drug_Release,drug release in FaSSGF,measured_over,Time_Period,7 days,FaSSGF中的药物释放在7天内测量
Drug_Release,drug release profile,analyzed_by,Method,scanning electron microscopy,药物释放曲线通过扫描电子显微镜分析
Imaging_Method,X-ray,detects,Clinical_Manifestation,gastric retention,X射线成像用于检测胃内滞留情况
Risk_Factor,ethanol,challenges,Drug_Formulation,coated formulations,乙醇挑战涂层剂型
Clinical_Test,once-weekly oral memantine,has_pharmacokinetics,Biomarker,modulated release profile by water-soluble excipients,一周一次口服美金刚制剂通过水溶性辅料调节释放曲线
Treatment,memantine hydrochloride,has_risk,Clinical_Manifestation,discontinuation rates,美金刚盐酸盐治疗存在停药率高的风险
Treatment,memantine,released_from,Drug_Formulation,polymer matrix,美金刚从聚合物基质中释放
Treatment,memantine,has_formulation,Clinical_Test,once-weekly oral memantine,美金刚有一周一次的口服制剂
Treatment,LYN-057,has_property,Clinical_Manifestation,controlled and sustained release,LYN-057具有控释和持续释放的特性
Clinical_Test,HPLC,detects,Biomarker,memantine,高效液相色谱法检测美金刚
Time_Point,each time point,determines,Clinical_Test,drug release rate,每个时间点确定药物释放速率
