Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Clinical_Test,TMT-A,evaluates,Clinical_Manifestation,attention,连线测试A部分用于评估注意力
Clinical_Test,Category Fluency Test,evaluates,Clinical_Manifestation,language,类别流畅性测试用于评估语言功能
Research_Method,amplitude of low-frequency fluctuation (ALFF),reflects,Pathological_Change,neurodegenerative changes,低频波动幅度反映了神经退行性变化
Disease,Alzheimer's disease,has_biomarker,Biomarker,Aβ 1-42,阿尔茨海默病患者的脑脊液中Aβ 1-42水平显著改变
Disease,predementia AD,affects,Brain_Region,occipital cortex,前痴呆期AD影响枕叶皮层的功能活动
Disease,Alzheimer's disease,affects,Brain_Region,precuneus,阿尔茨海默病早期阶段会导致楔前叶功能改变
Disease,SNAP,affects,Brain_Region,insula,SNAP激活了岛叶区域的功能活动
Clinical_Stage,Suspected non-Alzheimer disease pathophysiology (SNAP),is_characterized_by,Biomarker,normal Aβ and abnormal tau,SNAP以正常的Aβ和异常的tau为特征
Disease,predementia AD,affects,Brain_Region,parietal cortex,前痴呆期AD影响顶叶皮层的功能活动
Biomarker,β-amyloid (Aβ),accumulates_in,Brain_Region,brain,β-淀粉样蛋白在大脑中异常堆积
Disease,Alzheimer's disease,has_biomarker,Biomarker,T-tau,阿尔茨海默病患者的脑脊液中T-tau水平显著改变
Disease,predementia Alzheimer's disease,affects,Brain_Region,left inferior parietal gyrus,前痴呆期阿尔茨海默病患者左顶下回功能活动降低
Clinical_Test,BNT,evaluates,Clinical_Manifestation,language,波士顿命名测试用于评估语言功能
Disease,predementia Alzheimer's disease,affects,Brain_Region,parietal lobe,前痴呆期阿尔茨海默病患者顶叶动态功能活动降低
Disease,Suspected non-Alzheimer disease pathophysiology (SNAP),affects,Brain_Region,left insula,SNAP患者左脑岛功能活动增加
Research_Method,sALFF,measures,Brain_Region,intrinsic brain activity,低频振幅可反映大脑内在活动强度
Disease,predementia AD,affects,Brain_Region,frontal cortex,前痴呆期AD影响额叶皮层的功能活动
Disease,SNAP,affects,Brain_Region,superior frontal gyrus,SNAP患者额上回功能连接强度和稳定性降低
Disease,SNAP,has_risk_factor,Risk_Factor,APOEε4,携带APOEε4基因的SNAP患者比例较低
Imaging_Method,dALFF,detects,Pathological_Change,brain activity,dALFF用于检测脑活动变化
Disease,predementia Alzheimer's disease,affects,Brain_Region,left middle occipital gyrus,前痴呆期阿尔茨海默病患者左枕中回功能活动降低
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,general mental status,MMSE用于评估一般精神状态
Disease,Alzheimer's disease,affects,Brain_Region,middle occipital gyrus,阿尔茨海默病会影响枕中回功能
Disease,SNAP,has_pathological_change,Pathological_Change,frontal hypometabolism,SNAP患者存在额叶代谢减退
Research_Method,dALFF,measures,Brain_Region,brain activity stability,动态低频振幅可反映大脑活动稳定性
Disease,SNAP,has_symptom,Clinical_Manifestation,cognitive decline,SNAP的认知下降可能与其内在脑活动强度和稳定性降低有关
Disease,SNAP,has_correlation,Clinical_Manifestation,cognition,SNAP组中岛叶sALFF增加与MMSE评分下降相关
Clinical_Stage,predementia Alzheimer's disease,is_characterized_by,Biomarker,abnormal Aβ and tau,前痴呆期阿尔茨海默病以异常的Aβ和tau为特征
Imaging_Method,resting-state functional MRI (rsfMRI),measures,Research_Method,dynamic ALFF (dALFF),静息态功能磁共振成像用于测量动态低频波动幅度
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,APOEε4,携带APOEε4基因会增加患阿尔茨海默病的风险
Disease,SNAP,has_pathological_change,Pathological_Change,tau deposition,SNAP患者存在tau蛋白沉积
