Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Clinical_Manifestation,visuospatial impairment,associated_with,Disease,Alzheimer's disease,视觉空间障碍与阿尔茨海默病相关
Clinical_Manifestation,cognitive function decline,correlates_with,Biomarker,FA,认知功能下降与FA值呈负相关
Biomarker,P 0,indicates,Pathological_Change,myelination decrease,P 0值降低提示髓鞘形成减少
Clinical_Test,RAVLT-DR,evaluates,Clinical_Manifestation,memory function,RAVLT-DR测试用于评估记忆功能
Clinical_Manifestation,cognitive function decline,correlates_with,Biomarker,OD,认知功能下降与OD值呈正相关
Clinical_Test,RAVLT-IR,evaluates,Clinical_Manifestation,memory function,RAVLT-IR测试用于评估记忆功能
Clinical_Manifestation,cognitive function decline,correlates_with,Biomarker,Dr,认知功能下降与Dr值呈正相关
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Protein,tau,associated_with,Pathological_Change,neurofibrillary tangles,tau蛋白与神经纤维缠结相关
Clinical_Stage,MCI,precedes,Disease,AD,轻度认知障碍是阿尔茨海默病的前期阶段
Disease,MCI,has_symptom,Clinical_Manifestation,cognitive function decline,MCI患者表现出认知功能下降
Biomarker,OD,indicates,Pathological_Change,axonal bundle loosening,方向分散度增加提示轴突束松散
Disease,MCI,has_symptom,Clinical_Manifestation,lower MoCA,MCI患者在MoCA测试中表现较差
Research_Method,NODDI,characterizes,Pathological_Change,axonal density,神经突定向分散和密度成像表征轴突密度
Brain_Region,parahippocampal cingulum,related_to,Disease,AD,海马旁扣带束与阿尔茨海默病相关
Clinical_Manifestation,cognitive decline,associated_with,Disease,Alzheimer's disease,认知下降与阿尔茨海默病相关
Research_Method,diffusion MRI,studies,Brain_Region,white matter,扩散磁共振成像研究白质区域
Imaging_Method,q-space imaging,measures,Biomarker,P0,q-space成像用于测量零位移概率
Clinical_Test,NODDI,measures,Biomarker,axonal density,神经突定向分散和密度成像测量轴突密度
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Clinical_Test,GDS,evaluates,Clinical_Manifestation,depression,GDS测试用于评估抑郁症状
Biomarker,DTI FA,indicates,Pathological_Change,axonal membrane deterioration,DTI FA值降低提示轴突膜退化
Clinical_Test,DTI,measures,Biomarker,fractional anisotropy,扩散张量成像测量各向异性分数
Clinical_Stage,MCI,precedes,Disease,Alzheimer's disease,轻度认知障碍是阿尔茨海默病的前期阶段
Disease,MCI,has_symptom,Clinical_Manifestation,lower RAVLT-DR,MCI患者在RAVLT-DR测试中表现较差
Disease,MCI,affects,Brain_Region,forceps major,MCI影响胼胝体压部
Clinical_Manifestation,memory loss,associated_with,Disease,Alzheimer's disease,记忆力丧失与阿尔茨海默病相关
Imaging_Method,NODDI,measures,Biomarker,OD,NODDI用于测量神经突方向分散指数
Brain_Region,forceps major,has_biomarker,Biomarker,MD,胼胝体压部的MD值在MCI中显著升高
Disease,MCI,affects,Brain_Region,forceps major,轻度认知障碍影响大钳
Clinical_Manifestation,language impairment,associated_with,Disease,Alzheimer's disease,语言障碍与阿尔茨海默病相关
Clinical_Test,MoCA,evaluates,Clinical_Manifestation,cognitive function,MoCA测试用于评估认知功能
Disease,MCI,affects,Brain_Region,posterior thalamic radiation,MCI影响后丘脑辐射
Clinical_Manifestation,cognitive function decline,correlates_with,Biomarker,ICVF,认知功能下降与ICVF值呈负相关
Disease,MCI,has_symptom,Clinical_Manifestation,higher CDR-SB,MCI患者在CDR-SB测试中表现较差
Disease,MCI,has_symptom,Clinical_Manifestation,memory loss,轻度认知障碍表现为记忆力丧失
Biomarker,Da,associated_with,Clinical_Manifestation,perceived cognitive change,轴向扩散系数与感知认知变化相关
Brain_Region,posterior thalamic radiation,connects,Brain_Region,occipital lobe,后丘脑辐射连接枕叶
Clinical_Test,RAVLT,evaluates,Clinical_Manifestation,cognitive performance,Rey听觉词语学习测试评估认知表现
Disease,MCI,affects,Brain_Region,parahippocampal cingulum,MCI影响双侧海马旁扣带束
Biomarker,ICVF,indicates,Pathological_Change,axonal degeneration,轴内体积分数降低提示轴突变性
Clinical_Manifestation,cognitive function decline,correlates_with,Biomarker,MD,认知功能下降与MD值呈正相关
Disease,MCI,affects,Brain_Region,thalamic radiation,轻度认知障碍影响丘脑辐射
Disease,Alzheimer's disease,affects,Brain_Region,white matter,阿尔茨海默病影响白质区域
Imaging_Method,DTI,measures,Biomarker,FA,DTI用于测量水扩散的各向异性分数
Biomarker,Dr,associated_with,Clinical_Manifestation,cognitive performance,径向扩散系数与认知表现相关
Imaging_Method,NODDI,measures,Biomarker,ICVF,NODDI用于测量神经突密度
Brain_Region,posterior thalamic radiation,has_biomarker,Biomarker,FA,后丘脑辐射的FA值在MCI中显著降低
Clinical_Test,CDR-SB,evaluates,Clinical_Manifestation,disease severity,CDR-SB测试用于评估疾病严重程度
Clinical_Manifestation,executive dysfunction,associated_with,Disease,Alzheimer's disease,执行功能障碍与阿尔茨海默病相关
Brain_Region,parahippocampal cingulum,has_biomarker,Biomarker,Dr,海马旁扣带束的Dr值在MCI中显著升高
