Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Imaging_Method,CT,detects,Pathological_Change,crazy paving pattern,CT检测到铺路石样改变
Imaging_Method,Head CT,detects,Pathological_Change,cerebral atrophy,头部CT可以检测到脑萎缩情况
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,dementia,阿尔茨海默病患者常伴有痴呆症状
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,dizziness,阿尔茨海默病患者可能出现头晕症状
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cough,阿尔茨海默病患者可能出现咳嗽症状
Disease,Alzheimer's disease,has_comorbidity,Disease,cardiovascular diseases,阿尔茨海默病患者常伴有心血管疾病
Treatment,supportive therapy,treats,Disease,COVID-19,支持性治疗用于治疗COVID-19
Risk_Factor,age,increases_risk_of,Disease,Alzheimer's disease,年龄是阿尔茨海默病的风险因素
Clinical_Test,CT score,evaluates,Pathological_Change,lung severity,CT评分用于评估肺部严重程度
Disease,Alzheimer's disease,affects,Population,seniors,阿尔茨海默病主要影响老年人群
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,fever,阿尔茨海默病患者可能出现发热症状
Disease,Alzheimer's disease,affects,Brain_Region,cerebral,阿尔茨海默病会导致脑萎缩
Disease,COVID-19,has_symptom,Clinical_Manifestation,ARDS,COVID-19的严重症状包括急性呼吸窘迫综合征
Protein,ACE2,reduced_in,Disease,Alzheimer's disease,阿尔茨海默病患者ACE2表达减少
Treatment,mechanical ventilation,treats,Disease,COVID-19,机械通气用于治疗COVID-19
Clinical_Test,χ 2 tests,compares,Disease,Alzheimer's disease,χ 2检验用于比较阿尔茨海默病患者和非患者的差异
Clinical_Test,Fisher's exact tests,compares,Disease,Alzheimer's disease,Fisher精确检验用于比较阿尔茨海默病患者和非患者的差异
Imaging_Method,CT,evaluates,Pathological_Change,lung involvement,CT成像用于评估肺部受累程度
Clinical_Test,RT-PCR,detects,Disease,COVID-19,逆转录聚合酶链反应用于检测COVID-19
Disease,COVID-19,affects,Population,seniors,COVID-19主要影响老年人群
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Treatment,antibiotics,treats,Disease,community-acquired pneumonia,抗生素用于治疗社区获得性肺炎
Research_Method,retrospective cohort study,analyzes,Disease,Alzheimer's disease,回顾性队列研究用于分析阿尔茨海默病
Imaging_Method,CT,detects,Pathological_Change,pericardial effusion,CT检测到心包积液
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,shortness of breath,阿尔茨海默病患者可能出现呼吸急促症状
Clinical_Test,C-reactive protein,measures,Biomarker,inflammation,C反应蛋白用于测量炎症生物标志物
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,fatigue,阿尔茨海默病患者可能出现疲劳症状
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病风险
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,dementia,阿尔茨海默病的主要症状是痴呆
Imaging_Method,CT,detects,Pathological_Change,consolidation,CT检测到实变
Disease,Alzheimer's disease,has_comorbidity,Disease,endocrine system disease,阿尔茨海默病患者常伴有内分泌系统疾病
Risk_Factor,weakened immune system,increases_risk_of,Disease,COVID-19,免疫系统减弱是COVID-19的风险因素
Treatment,oxygen therapy,treats,Disease,COVID-19,氧疗用于治疗COVID-19
Treatment,antiviral treatment,treats,Disease,COVID-19,抗病毒治疗用于治疗COVID-19
Research_Method,retrospective cohort study,analyzes,Disease,COVID-19,回顾性队列研究用于分析COVID-19
Imaging_Method,Chest CT,detects,Pathological_Change,ground-glass opacities,胸部CT可以检测到磨玻璃样病变
Imaging_Method,CT,detects,Pathological_Change,ground-glass opacification,CT检测到磨玻璃样改变
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,anorexia,阿尔茨海默病患者可能出现食欲不振症状
Treatment,antibiotics treatment,treats,Disease,COVID-19,抗生素治疗用于治疗COVID-19
Clinical_Test,lactate dehydrogenase,measures,Biomarker,cell damage,乳酸脱氢酶用于测量细胞损伤生物标志物
