Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Treatment,CaMKII inhibitors,reduces,Pathological_Change,plaque burden,CaMKII抑制剂减少斑块负担
Protein,calmodulin,binds_to,Protein,NMDAR,钙调蛋白结合并调节NMDAR
Protein,APH-1,binds_to,Protein,Calmodulin,APH-1与钙调蛋白结合
Disease,Alzheimer's disease,has_risk_factor,Gene,CD33,CD33基因是阿尔茨海默病的风险因素
Protein,amyloid beta,forms,Pathological_Change,amyloid beta plaques,淀粉样蛋白形成淀粉样蛋白斑块
Risk_Factor,diet,contributes_to,Disease,Alzheimer's disease,饮食是阿尔茨海默病的风险因素
Protein,CaN,dephosphorylates,Protein,tau,CaN去磷酸化tau蛋白
Protein,BACE1,activity_increased_by,Protein,Calmodulin,BACE1的活性被钙调蛋白增强
Protein,tau,binds_to,Protein,Calmodulin,tau蛋白与钙调蛋白结合
Protein,phospho-tau,forms,Pathological_Change,neurofibrillary tangles,磷酸化tau蛋白形成神经纤维缠结
Gene,CR1,encodes,Protein,complement receptor 1,CR1基因编码补体受体1
Biomarker,phospho-tau,contributes_to,Disease,Alzheimer's disease,磷酸化tau蛋白是阿尔茨海默病的生物标志物
Protein,CaMKII,phosphorylates,Protein,tau,CaMKII磷酸化tau蛋白
Risk_Factor,calcium dysregulation,leads_to,Disease,Alzheimer's disease,钙失调是阿尔茨海默病的风险因素
Protein,Calmodulin,binds_to,Protein,CaN,钙调蛋白与CaN结合
Protein,calmodulin,regulates,Pathological_Change,calcium dyshomeostasis,钙调蛋白调节钙离子稳态失调
Gene,MS4A6S,encodes,Protein,membrane-spanning 4-subfamily A protein,MS4A6S基因编码跨膜4亚家族A蛋白
Protein,ECE,binds_to,Protein,Calmodulin,内皮素转换酶与钙调蛋白结合
Disease,Alzheimer's disease,has_risk_factor,Gene,MS4A6S,MS4A6S基因是阿尔茨海默病的风险因素
Treatment,CaN inhibitors,reduces,Risk_Factor,dementia incidence,CaN抑制剂降低痴呆发病率
Gene,MS4AE,encodes,Protein,membrane-spanning 4-subfamily A protein,MS4AE基因编码跨膜4亚家族A蛋白
Gene,CD2AP,encodes,Protein,CD2-associated protein,CD2AP基因编码CD2相关蛋白
Disease,Alzheimer's disease,has_risk_factor,Gene,CD2AP,CD2AP基因是阿尔茨海默病的风险因素
Protein,neprilysin,binds_to,Protein,Calmodulin,脑啡肽酶与钙调蛋白结合
