Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
<Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,socioeconomic factors,社会经济因素减少阿尔茨海默病风险>
Risk_Factor,chronic inflammation,increases_risk_of,Disease,Alzheimer's disease,慢性炎症增加阿尔茨海默病的风险
Disease,Alzheimer's disease,is_associated_with,Pathological_Change,neurofibrillary tangles,阿尔茨海默病与神经纤维缠结相关
<Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,neuronal loss,神经元损失增加阿尔茨海默病风险>
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,prediabetes,糖尿病前期是阿尔茨海默病的风险因素
<Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,hypothalamus damage,下丘脑损伤增加阿尔茨海默病风险>
<Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,oxidative stress,氧化应激增加阿尔茨海默病风险>
Disease,Alzheimer's disease,has_driver,Pathological_Change,oxidation,氧化应激是阿尔茨海默病的核心驱动因素之一
Disease,Alzheimer's disease,is_associated_with,Clinical_Stage,type 3 diabetes,阿尔茨海默病被描述为3型糖尿病
<Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,alcoholism,酒精中毒增加阿尔茨海默病风险>
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,saturated fat intake,高饱和脂肪摄入是阿尔茨海默病的风险因素
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因显著增加阿尔茨海默病的风险
<Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,prevention models,预防模型减少阿尔茨海默病风险>
Risk_Factor,insulin resistance,increases_risk_of,Disease,Alzheimer's disease,胰岛素抵抗增加阿尔茨海默病的风险
<Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,complex jobs,复杂工作增加认知储备，减少阿尔茨海默病风险>
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,processed foods,加工食品是阿尔茨海默病的风险因素
