Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Protein,tau,linked_to,Pathological_Change,epileptogenesis,tau蛋白与癫痫发生有关
<Protein,GSK3β,promotes,Pathological_Change,hyperexcitability,GSK3β促进神经元过度兴奋>
<Treatment,Tideglusib,decreases,Pathological_Change,amyloid deposition,Tideglusib减少淀粉样蛋白沉积>
Protein,tau,linked_to,Pathological_Change,cognitive decline,tau蛋白与认知能力下降有关
<Treatment,GSK3β inhibitors,restores,Pathway,Wnt/β-catenin,GSK3β抑制剂恢复Wnt/β-catenin通路>
<Protein,GSK3β,inhibits,Protein,HSF1,GSK3β抑制热休克转录因子1（HSF1）>
<Treatment,GSK3β inhibitors,recovers,Pathological_Change,neurogenesis,GSK3β抑制剂恢复神经发生>
Protein,tau protein,contains,Pathological_Change,phosphorylation sites,tau蛋白含有磷酸化位点
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病的症状包括认知能力下降
<Treatment,immunotherapy,reduces,Pathological_Change,tau aggregation,免疫疗法减少tau蛋白的聚集>
Disease,Alzheimer's disease,associated_with,Disease,epilepsy,阿尔茨海默病与癫痫有关
Protein,tau,linked_to,Pathological_Change,neuroinflammation,tau蛋白与神经炎症有关
<Treatment,AEDs,prevent,Symptom,cognitive impairment,抗癫痫药物（AEDs）在预防认知障碍方面显示出潜力>
Protein,tau,affects,Pathological_Change,neuronal synchronization,tau蛋白影响神经元同步化
<Protein,GSK3β,promotes,Pathological_Change,tau hyperphosphorylation,GSK3β促进tau蛋白的过度磷酸化>
<Treatment,salsalate,inhibits,Pathological_Change,tau acetylation,salsalate抑制tau蛋白的乙酰化>
Protein,tau,affects,Pathological_Change,synaptic plasticity,tau蛋白影响突触可塑性
<Disease,Alzheimer's disease,alters,Pathway,Wnt/β-catenin,阿尔茨海默病改变Wnt/β-catenin通路>
<Disease,Alzheimer's disease,alters,Pathway,PI3K/Akt,阿尔茨海默病改变PI3K/Akt通路>
Protein,tau,affects,Pathological_Change,neurotoxicity,tau蛋白影响神经毒性
Protein,amyloid beta-peptide,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
<Protein,GSK3β,is_linked_to,Disease,epilepsy,GSK3β与癫痫相关>
<Treatment,memantine,inactivates,Protein,GSK3β,美金刚通过抑制NMDAR使GSK3β失活>
<Protein,GSK3β,causes,Pathological_Change,axonal transport alterations,GSK3β过度活性导致轴突运输改变>
Disease,Alzheimer's disease,characterized_by,Pathological_Change,impaired synaptic plasticity,阿尔茨海默病以突触可塑性受损为特征
Gene,GSK3β,associated_with,Risk_Factor,Alzheimer's disease,GSK3β基因与阿尔茨海默病的风险因素相关
<Protein,GSK3β,correlates_with,Pathological_Change,NFTs in AD brains,GSK3β活性与阿尔茨海默病脑中的神经原纤维缠结相关>
<Treatment,GSK3β inhibitors,reduce,Pathological_Change,tau hyperphosphorylation,GSK3β抑制剂减少tau蛋白的过度磷酸化>
Protein,tau protein,expressed_in,Brain_Region,central nervous system,tau蛋白在中枢神经系统中表达
