Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Treatment,Cryptotanshinone,reduces,Pathological_Change,amyloid plaque deposition,隐丹参酮减少淀粉样斑块沉积
Gene,APPswe/PS1dE9,associated_with,Disease,Alzheimer's disease,APPswe/PS1dE9基因与阿尔茨海默病相关
Pathological_Change,autophagy dysfunction,affects,Protein,APP,自噬功能障碍影响淀粉样前体蛋白的病理变化
Protein,amyloid-beta,induces,Pathological_Change,abnormal autophagy,淀粉样蛋白诱导异常自噬
Disease,Alzheimer's disease,has_characteristic,Pathological_Change,mitochondrial dysfunction,阿尔茨海默病的特征之一是线粒体功能障碍
Treatment,Salvianolic acid A,reduces,Pathological_Change,Aβ-induced cytotoxicity,丹酚酸A减少Aβ诱导的细胞毒性
Treatment,Cryptotanshinone,reduces,Pathological_Change,neuroinflammation,隐丹参酮减少神经炎症
Treatment,Tanshinone IIA,reduces,Pathological_Change,cognitive decline,丹参酮IIA减少认知能力下降
Treatment,Danshensu,reduces,Pathological_Change,neuronal death,丹参素减少神经元死亡
Treatment,Tanshinone IIA,reduces,Pathological_Change,mitochondrial dysfunction,丹参酮IIA减少线粒体功能障碍
<Protein,salvianolic acid A,decreases,Biomarker,Aβ42,丹酚酸A降低Aβ42水平>
<Protein,salvianolic acid A,reduces,Pathological_Change,Aβ42-induced neurotoxicity,丹酚酸A减少Aβ42诱导的神经毒性>
<Protein,salvianolic acid B,enhances,Protein,Nrf2,丹酚酸B增强Nrf2的抗氧化防御机制>
Protein,tau,phosphorylated_by,Protein,microtubule-associated regulatory kinase,tau蛋白被微管相关调节激酶磷酸化
<Protein,salvianolic acid A,binds_to,Protein,β-secretase,丹酚酸A紧密结合β-分泌酶的活性位点>
<Protein,salvianolic acid B,reduces,Biomarker,Aβ40,丹酚酸B降低Aβ40水平>
Treatment,Danshensu,reduces,Pathological_Change,abnormal autophagy,丹参素减少异常自噬
Treatment,Tanshinone IIA,reduces,Pathological_Change,neurotoxicity,丹参酮IIA减少神经毒性
<Protein,Aβ42,causes,Symptom,cognitive loss,Aβ42聚集导致认知功能丧失>
<Protein,danshensu,enhances,Protein,Nrf2,丹参素增强Nrf2的抗氧化防御机制>
Protein,amyloid-beta,induces,Pathological_Change,memory decline,淀粉样蛋白诱导记忆衰退
Protein,amyloid-beta,induces,Pathological_Change,apoptosis,淀粉样蛋白诱导细胞凋亡
Treatment,Namzaric,treats,Disease,Alzheimer's disease,Namzaric是治疗阿尔茨海默病的药物
Treatment,Cryptotanshinone,reduces,Pathological_Change,apoptosis,隐丹参酮减少细胞凋亡
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状包括记忆力丧失
Treatment,Salvianolic acid B,reduces,Pathological_Change,Aβ formation,丹酚酸B减少Aβ形成
Treatment,Tanshinone IIA,reduces,Pathological_Change,Aβ aggregation,丹参酮IIA减少Aβ聚集
Treatment,Tanshinone IIA,reduces,Pathological_Change,neuroinflammation,丹参酮IIA减少神经炎症
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Treatment,Tanshinone IIA,reduces,Pathological_Change,memory decline,丹参酮IIA减少记忆衰退
Treatment,Tanshinone I,reduces,Pathological_Change,Aβ aggregation,丹参酮I减少Aβ聚集
Treatment,Tanshinone IIA,reduces,Pathological_Change,mitochondrial impairment,丹参酮IIA减少线粒体损伤
<Protein,salvianolic acid B,down-regulates,Protein,β-secretase,丹酚酸B下调β-分泌酶的表达>
Protein,tau,phosphorylated_by,Protein,GSK3β,tau蛋白被GSK3β磷酸化
Treatment,Tanshinone IIA,reduces,Pathological_Change,neuronal death,丹参酮IIA减少神经元死亡
Treatment,Cryptotanshinone,reduces,Pathological_Change,endoplasmic reticulum stress,隐丹参酮减少内质网应激
Treatment,Salvianolic acid B,reduces,Pathological_Change,neuronal death,丹酚酸B减少神经元死亡
<Protein,Aβ42,aggregates_in,Brain_Region,brain,Aβ42在大脑中易于聚集>
Protein,amyloid-beta,induces,Pathological_Change,neuroinflammation,淀粉样蛋白诱导神经炎症
Protein,tau,forms,Pathological_Change,neurofibrillary tangles,tau蛋白形成神经纤维缠结
Treatment,Tanshinone I,reduces,Pathological_Change,abnormal autophagy,丹参酮I减少异常自噬
Disease,Alzheimer's disease,has_characteristic,Pathological_Change,neurofibrillary tangles,阿尔茨海默病的特征包括神经纤维缠结
Treatment,Salvianolic acid B,reduces,Pathological_Change,hyperphosphorylated Tau,丹酚酸B减少Tau蛋白过度磷酸化
Protein,tau,phosphorylated_by,Protein,ERK,tau蛋白被ERK磷酸化
Risk_Factor,aging,increases_risk_of,Disease,Alzheimer's disease,年龄增长是阿尔茨海默病的主要风险因素
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
<Protein,salvianolic acid A,reduces,Pathological_Change,Aβ-induced paralysis,丹酚酸A减少Aβ诱导的瘫痪>
Protein,amyloid-beta,induces,Pathological_Change,neurotoxicity,淀粉样蛋白诱导神经毒性
Treatment,Tanshinone IIA,reduces,Pathological_Change,apoptosis,丹参酮IIA减少细胞凋亡
Treatment,Cryptotanshinone,reduces,Pathological_Change,mitochondrial dysfunction,隐丹参酮减少线粒体功能障碍
