Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Risk_Factor,neuro-inflammation,contributes_to,Disease,Alzheimer's disease,神经炎症是阿尔茨海默病的风险因素
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,chronic neuro-inflammation,阿尔茨海默病与慢性神经炎症相关
Disease,Alzheimer's disease,treated_by,Treatment,secretase inhibitors,分泌酶抑制剂用于阿尔茨海默病的治疗
Imaging_Method,PET,measures,Biomarker,amyloid-beta,PET成像用于测量淀粉样蛋白
Treatment,IgG-EPO fusion protein,resolves,Clinical_Manifestation,dementia,IgG-EPO融合蛋白可缓解痴呆症状
Disease,Alzheimer's disease,associated_with,Pathological_Change,amyloid plaques,阿尔茨海默病与淀粉样斑块的形成相关
Treatment,TfRMAb-EPO fusion protein,reduces,Pathological_Change,microglial activation,TfRMAb-EPO融合蛋白可减少小胶质细胞激活
Treatment,IgG-AAA fusion protein,treats,Disease,Alzheimer's disease,IgG-AAA融合蛋白用于治疗阿尔茨海默病
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid plaques,阿尔茨海默病与淀粉样斑块的形成有关
Risk_Factor,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病风险
Protein,tau,forms_in,Brain_Region,brain,tau蛋白在大脑中形成纤维和聚集体
Treatment,intra-cerebral injection,delivers,Treatment,drug to brain,脑内注射直接将药物递送至大脑
Protein,Tau,forms,Pathological_Change,Tau plaques,Tau蛋白形成Tau斑块
Disease,Alzheimer's disease,treated_by,Treatment,neurotrophins,神经营养因子用于阿尔茨海默病的治疗
Treatment,IgG-TNFR2 fusion protein,treats,Disease,Alzheimer's disease,IgG-TNFR2融合蛋白用于治疗阿尔茨海默病
Disease,Alzheimer's disease,treated_by,Treatment,TREM2 therapeutic antibodies,TREM2治疗性抗体用于阿尔茨海默病的治疗
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurite loss,阿尔茨海默病与神经突触的丧失有关
Treatment,TfRMAb-EPO fusion protein,improves,Clinical_Manifestation,spatial memory,TfRMAb-EPO融合蛋白可改善空间记忆
Treatment,IgG-AAA fusion protein,disaggregates,Pathological_Change,amyloid plaques,IgG-AAA融合蛋白可分解淀粉样斑块
Treatment,IgG-EPO fusion protein,induces,Pathological_Change,neuroprotection,IgG-EPO融合蛋白可诱导神经保护
Treatment,IgG-EPO fusion protein,repairs,Pathological_Change,dystrophic neurites,IgG-EPO融合蛋白可修复营养不良的神经突触
Protein,amyloid-beta,cleaved_by,Protein,beta secretase,淀粉样蛋白被β分泌酶切割
Protein,Tau,forms,Pathological_Change,neurofibrillary tangles,Tau蛋白形成神经纤维缠结
Treatment,TfRMAb-EPO fusion protein,treats,Disease,Alzheimer's disease,TfRMAb-EPO融合蛋白用于治疗阿尔茨海默病
Risk_Factor,amyloid plaques,contributes_to,Disease,Alzheimer's disease,淀粉样斑块是阿尔茨海默病的风险因素
Treatment,aducanumab,targets,Protein,amyloid-beta,阿杜卡单抗针对淀粉样蛋白
Disease,Alzheimer's disease,affects,Brain_Region,brain,阿尔茨海默病影响大脑区域
Protein,amyloid-beta,cleaved_by,Protein,gamma secretase,淀粉样蛋白被γ分泌酶切割
Treatment,IgG-TNFR2 fusion protein,suppresses,Pathological_Change,neuro-inflammation,IgG-TNFR2融合蛋白可抑制神经炎症
Disease,Alzheimer's disease,associated_with,Pathological_Change,chronic neuro-inflammation,阿尔茨海默病与慢性神经炎症相关
Treatment,trans-nasal drug delivery,bypasses,Barrier,BBB,经鼻药物递送绕过血脑屏障
Disease,Alzheimer's disease,treated_by,Treatment,BBB-penetrating IgG fusion proteins,穿透血脑屏障的IgG融合蛋白用于阿尔茨海默病的治疗
Research_Method,equilibrium dialysis,measures,Biomarker,free drug in brain,平衡透析用于测量脑内游离药物浓度
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,Tau plaques,阿尔茨海默病与Tau蛋白斑块的形成有关
Risk_Factor,Tau plaques,contributes_to,Disease,Alzheimer's disease,Tau斑块是阿尔茨海默病的风险因素
Risk_Factor,dystrophic neurites,contributes_to,Disease,Alzheimer's disease,营养不良的神经突触是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,dystrophic neurites,阿尔茨海默病与营养不良的神经突触有关
Protein,amyloid-beta,derived_from,Protein,amyloid peptide precursor,淀粉样蛋白由淀粉样前体蛋白酶切生成
Treatment,TfRMAb-EPO fusion protein,reduces,Pathological_Change,synaptic loss,TfRMAb-EPO融合蛋白可减少突触丧失
Disease,Alzheimer's disease,treated_by,Treatment,Abeta fibril inhibitors,淀粉样蛋白纤维抑制剂用于阿尔茨海默病的治疗
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,dementia,阿尔茨海默病的主要症状是痴呆
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病导致神经纤维缠结
Treatment,BBB drug delivery technology,enhances,Treatment,drug efficacy,血脑屏障药物递送技术增强药物疗效
Protein,amyloid-beta,forms,Pathological_Change,amyloid plaques,淀粉样蛋白形成淀粉样斑块
Treatment,aducanumab,causes,Pathological_Change,ARIA-E,阿杜卡单抗可能导致ARIA-E
Risk_Factor,neurite loss,contributes_to,Disease,Alzheimer's disease,神经突触丧失是阿尔茨海默病的风险因素
Clinical_Test,CSF analysis,measures,Biomarker,drug transport,脑脊液分析用于测量药物转运
Disease,Alzheimer's disease,treated_by,Treatment,acetylcholinesterase inhibitors,乙酰胆碱酯酶抑制剂是治疗阿尔茨海默病的主要药物
Treatment,IgG-EPO fusion protein,treats,Disease,Alzheimer's disease,IgG-EPO融合蛋白用于治疗阿尔茨海默病
Disease,Alzheimer's disease,associated_with,Pathological_Change,dystrophic neurites,阿尔茨海默病与营养不良性神经突的形成相关
Research_Method,cerebral microdialysis,measures,Biomarker,drug concentration,脑微透析用于测量药物浓度
Disease,Alzheimer's disease,treated_by,Treatment,memantine,美金刚是用于治疗阿尔茨海默病的药物
