Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Protein,serotonin,promotes,Pathological_Change,non-amyloidogenic pathway,血清素促进非淀粉样蛋白生成途径
Disease,Alzheimer's disease,affects,Protein,GABA,阿尔茨海默病影响GABA
Treatment,trazodone,has_half_life,Time,3 to 5 hours,曲唑酮的半衰期为3至5小时
Treatment,trazodone,affects,Biomarker,norepinephrine,曲唑酮影响去甲肾上腺素水平
Disease,Alzheimer's disease,affects,Protein,acetylcholine,阿尔茨海默病影响乙酰胆碱
Protein,serotonin,located_in,Brain_Region,brainstem raphe nuclei,血清素位于脑干中缝核
Protein,tau,undergoes,Pathological_Change,hyperphosphorylation,tau蛋白发生过度磷酸化病理改变
Risk_Factor,depression,increases_risk_of,Disease,Alzheimer's disease,抑郁增加阿尔茨海默病风险
Treatment,trazodone,enhances,Symptom,slow-wave sleep,曲唑酮增强慢波睡眠
Treatment,trazodone,affects,Protein,serotonin,曲唑酮影响血清素
Protein,norepinephrine,promotes,Pathological_Change,non-amyloidogenic pathway,去甲肾上腺素促进非淀粉样蛋白生成途径
Protein,leptin,affects,Brain_Region,ventral hypothalamus,瘦素影响腹侧下丘脑
Disease,Alzheimer's disease,treated_by,Treatment,trazodone,曲唑酮用于治疗阿尔茨海默病
Treatment,trazodone,inhibits,Pathological_Change,unfolded protein response,曲唑酮抑制未折叠蛋白反应
Protein,norepinephrine,interacts_with,Protein,ADAM10,去甲肾上腺素与ADAM10相互作用
Brain_Region,dorsal raphe nuclei,experiences,Pathological_Change,hyperphosphorylation of tau,背侧中缝核经历tau蛋白过度磷酸化
Protein,norepinephrine,regulates,Symptom,cognitive function,去甲肾上腺素调节认知功能
Treatment,trazodone,has_effect_on,Protein,histamine H1 receptor,曲唑酮对组胺H1受体有影响
Disease,Alzheimer's disease,affects,Protein,norepinephrine,阿尔茨海默病影响去甲肾上腺素神经元
Treatment,trazodone,safer_than,Treatment,other antidepressants,曲唑酮比其他抗抑郁药更安全
Disease,Alzheimer's disease,affects,Brain_Region,brainstem,阿尔茨海默病影响脑干区域
Protein,serotonin,interacts_with,Protein,ADAM10,血清素与ADAM10相互作用
Treatment,trazodone,affects,Protein,norepinephrine,曲唑酮影响去甲肾上腺素
Disease,Alzheimer's disease,affects,Protein,serotonin,阿尔茨海默病影响血清素神经元
Protein,serotonin,regulates,Symptom,energy homeostasis,血清素调节能量稳态
Research_Method,multi-center study,investigates,Treatment,trazodone,多中心研究调查曲唑酮的效果
Research_Method,double-blind study,compares,Treatment,trazodone,双盲研究比较曲唑酮与其他治疗
Treatment,trazodone,affects,Clinical_Manifestation,sleep,曲唑酮影响睡眠
Gene,APOE,increases_risk_of,Disease,Alzheimer's disease,APOE基因增加阿尔茨海默病风险
Risk_Factor,sleep disruption,affects,Disease,Alzheimer's disease,睡眠障碍影响阿尔茨海默病的发展
Protein,norepinephrine,located_in,Brain_Region,locus coeruleus,去甲肾上腺素位于蓝斑
Treatment,trazodone,has_side_effect,Symptom,sedation,曲唑酮可能导致镇静
Treatment,trazodone,metabolized_in,Organ,liver,曲唑酮主要在肝脏代谢
Disease,Alzheimer's disease,affects,Protein,glutamate,阿尔茨海默病影响谷氨酸
Risk_Factor,anxiety,increases_risk_of,Disease,Alzheimer's disease,焦虑增加阿尔茨海默病风险
Treatment,trazodone,has_side_effect,Symptom,abnormal erectile function,曲唑酮可能导致异常勃起功能
Risk_Factor,PTSD,increases_risk_of,Disease,Alzheimer's disease,创伤后应激障碍增加阿尔茨海默病风险
Treatment,trazodone,affects,Biomarker,serotonin,曲唑酮影响血清素水平
Brain_Region,locus coeruleus,experiences,Pathological_Change,hyperphosphorylation of tau,蓝斑核经历tau蛋白过度磷酸化
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病表现为认知功能下降
Treatment,trazodone,improves,Symptom,sleep quality,曲唑酮改善睡眠质量
Research_Method,population studies,analyzes,Relationship,drug treatments and diagnosis,人口研究分析药物治疗与诊断的关系
Treatment,trazodone,has_effect_on,Protein,5-HT2A receptor,曲唑酮对5-HT2A受体有影响
Treatment,trazodone,has_side_effect,Symptom,postural hypotension,曲唑酮可能导致体位性低血压
Risk_Factor,TBI,increases_risk_of,Disease,Alzheimer's disease,创伤性脑损伤增加阿尔茨海默病风险
Treatment,trazodone,effective_for,Symptom,obstructive sleep apnea,曲唑酮对阻塞性睡眠呼吸暂停有效
Treatment,formoterol,benefits,Disease,Alzheimer's disease,福莫特罗对阿尔茨海默病有益
Treatment,trazodone,improves,Symptom,sleep disruption,曲唑酮改善睡眠障碍
Clinical_Test,multi-center study,evaluates,Treatment,trazodone,多中心研究评估曲唑酮的效果
Treatment,trazodone,treats,Disease,Alzheimer's disease,曲唑酮用于治疗阿尔茨海默病
Protein,leptin,affects,Pathological_Change,amyloid-beta levels,瘦素影响淀粉样蛋白水平
Gene,APOE,affects,Pathological_Change,neuroplasticity,APOE基因影响神经可塑性
Protein,leptin,associated_with,Clinical_Manifestation,cognitive impairment,瘦素与认知障碍相关
Treatment,trazodone,improves,Symptom,agitation,曲唑酮改善激动症状
Treatment,trazodone,has_effect_on,Protein,alpha-adrenergic receptor,曲唑酮对α-肾上腺素受体有影响
