Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,executive dysfunction,阿尔茨海默病患者可能出现执行功能障碍
Disease,Alzheimer's disease,has_biomarker,Biomarker,neurodegeneration,神经退行性变是阿尔茨海默病的生物标志物
Clinical_Stage,dementia,follows,Disease,Alzheimer's disease,痴呆是阿尔茨海默病的后期阶段
Imaging_Method,PET,detects,Biomarker,neurofibrillary tangles,正电子发射断层扫描用于检测神经纤维缠结
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,ventricular enlargement,阿尔茨海默病会导致脑室扩大
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,APOE4,APOE4基因是阿尔茨海默病的重要风险因素
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty with toileting,如厕困难是阿尔茨海默病的临床表现
Gene,TREM2,increases_risk_of,Disease,Alzheimer's disease,TREM2基因突变增加阿尔茨海默病的风险
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,insomnia,失眠是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty with bathing,洗澡困难是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_research_method,Research_Method,tau PET,tau蛋白PET用于研究阿尔茨海默病
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,sleep disturbances,睡眠障碍是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,headache,头痛是阿尔茨海默病的临床表现
Risk_Factor,vascular risk factors,increases_risk_of,Disease,Alzheimer's disease,血管风险因素增加阿尔茨海默病的风险
Risk_Factor,APOE ε4,increases_risk_of,Disease,Alzheimer's disease,APOE ε4等位基因增加阿尔茨海默病的风险
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,APOE4 gene,APOE4基因是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty with decision-making,决策困难是阿尔茨海默病的临床表现
Protein,tau,forms,Pathological_Change,neurofibrillary tangles,tau蛋白形成神经纤维缠结
Disease,Alzheimer's disease,is_diagnosed_by,Imaging_Method,MRI,核磁共振用于诊断阿尔茨海默病
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,cerebral amyloid angiopathy,脑淀粉样血管病是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,is_treated_by,Treatment,SSRIs,选择性血清素再摄取抑制剂用于治疗阿尔茨海默病的抑郁和焦虑
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,forgetfulness,健忘是阿尔茨海默病的临床表现
Risk_Factor,social engagement,decreases_risk_of,Disease,Alzheimer's disease,社交活动降低阿尔茨海默病的风险
Risk_Factor,education,decreases_risk_of,Disease,Alzheimer's disease,教育水平降低阿尔茨海默病的风险
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,psychotic symptoms,精神病症状是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_clinical_stage,Clinical_Stage,dementia,痴呆是阿尔茨海默病的晚期阶段
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,constipation,便秘是阿尔茨海默病的临床表现
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty with orientation,定向困难是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_research_method,Research_Method,amyloid PET,淀粉样蛋白PET用于研究阿尔茨海默病
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty with episodic memory,情景记忆困难是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,disorientation,阿尔茨海默病患者可能出现定向障碍
Disease,Alzheimer's disease,has_imaging_finding,Imaging_Method,PET,PET用于检测阿尔茨海默病的淀粉样蛋白沉积
Risk_Factor,late-life depression,increases_risk_of,Disease,Alzheimer's disease,晚年抑郁增加阿尔茨海默病的风险
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,sleep disturbances,阿尔茨海默病患者可能出现睡眠障碍
Treatment,acetylcholinesterase inhibitor,treats,Disease,Alzheimer's disease,乙酰胆碱酯酶抑制剂用于治疗阿尔茨海默病
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty with instrumental activities of daily living,日常生活工具性活动困难是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,hallucinations,阿尔茨海默病患者可能出现幻觉
Disease,Alzheimer's disease,has_clinical_test,Clinical_Test,MMSE,简易精神状态检查用于评估阿尔茨海默病的认知功能
Disease,Alzheimer's disease,is_researched_by,Research_Method,clinical trials,临床试验用于研究阿尔茨海默病
Disease,Alzheimer's disease,is_diagnosed_by,Imaging_Method,amyloid PET,淀粉样蛋白PET用于诊断阿尔茨海默病
Biomarker,neurofibrillary tangles,indicates,Pathological_Change,Alzheimer's disease,神经纤维缠结是阿尔茨海默病的病理标志
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,anxiety,焦虑是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_clinical_stage,Clinical_Stage,late-onset disease,晚发性阿尔茨海默病是疾病的一种类型
Disease,Alzheimer's disease,affects,Brain_Region,medial temporal lobe,阿尔茨海默病会影响内侧颞叶
Gene,PSEN2,increases_risk_of,Disease,Alzheimer's disease,PSEN2基因突变增加阿尔茨海默病的风险
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病会出现神经纤维缠结
Disease,Alzheimer's disease,is_treated_by,Treatment,acetylcholinesterase inhibitors,乙酰胆碱酯酶抑制剂用于治疗阿尔茨海默病
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty learning new tasks,学习新任务困难是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty with communication,沟通困难是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,is_researched_by,Research_Method,biomarker analysis,生物标志物分析用于研究阿尔茨海默病
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,motor problems,阿尔茨海默病患者可能出现运动问题
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,circadian rhythm disruption,昼夜节律紊乱是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会导致海马体区域受损
Risk_Factor,traumatic brain injury,increases_risk_of,Disease,Alzheimer's disease,创伤性脑损伤增加阿尔茨海默病的风险
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty with dressing,穿衣困难是阿尔茨海默病的临床表现
Clinical_Test,laboratory tests,excludes,Risk_Factor,reversible causes,实验室检查用于排除可逆性病因
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta,淀粉样蛋白是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,language difficulties,阿尔茨海默病患者可能出现语言障碍
Gene,PSEN1,increases_risk_of,Disease,Alzheimer's disease,PSEN1基因突变增加阿尔茨海默病的风险
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty with eating,进食困难是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,sexual dysfunction,阿尔茨海默病患者可能出现性功能障碍
Disease,Alzheimer's disease,is_diagnosed_by,Imaging_Method,tau PET,tau蛋白PET用于诊断阿尔茨海默病
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty with mobility,移动困难是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,senile plaques,老年斑是阿尔茨海默病的病理改变
Clinical_Stage,MCI,precedes,Disease,Alzheimer's disease,轻度认知障碍是阿尔茨海默病的前期阶段
Imaging_Method,amyloid PET,detects,Biomarker,amyloid-beta,淀粉样蛋白PET用于检测淀粉样蛋白
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,vivid dreams,生动梦境是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,is_researched_by,Research_Method,animal models,动物模型用于研究阿尔茨海默病
Gene,APP,increases_risk_of,Disease,Alzheimer's disease,APP基因突变增加阿尔茨海默病的风险
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,somnolence,嗜睡是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,repetition in conversation,对话中重复是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,affects,Brain_Region,medial temporal lobes,阿尔茨海默病会影响内侧颞叶
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,incontinence,阿尔茨海默病患者可能出现失禁
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,urinary frequency,尿频是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,affects,Brain_Region,cortex,阿尔茨海默病会影响大脑皮层
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,irritability,易怒是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_treatment,Treatment,memantine,美金刚是治疗阿尔茨海默病的药物
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,神经原纤维缠结是阿尔茨海默病的病理改变
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,loss of appetite,食欲减退是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,age,年龄是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,personality changes,阿尔茨海默病患者可能出现人格改变
Clinical_Test,MoCA,evaluates,Clinical_Manifestation,cognitive function,蒙特利尔认知评估用于评估认知功能
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,agitation,激越是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,muscle cramps,肌肉痉挛是阿尔茨海默病的临床表现
Biomarker,amyloid plaques,indicates,Pathological_Change,Alzheimer's disease,淀粉样斑块是阿尔茨海默病的病理标志
Disease,Alzheimer's disease,has_clinical_stage,Clinical_Stage,prodromal stage,前驱期是阿尔茨海默病的早期阶段
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,depression,抑郁症是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,is_treated_by,Treatment,memantine,美金刚用于治疗阿尔茨海默病
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,记忆力丧失是阿尔茨海默病的主要症状
Risk_Factor,sleep disorders,increases_risk_of,Disease,Alzheimer's disease,睡眠障碍增加阿尔茨海默病的风险
Biomarker,neurodegeneration,indicates,Pathological_Change,Alzheimer's disease,神经退行性变是阿尔茨海默病的病理标志
Disease,Alzheimer's disease,has_imaging_finding,Imaging_Method,MRI,MRI显示阿尔茨海默病的脑萎缩特征
Disease,Alzheimer's disease,is_treated_by,Treatment,SNRIs,血清素去甲肾上腺素再摄取抑制剂用于治疗阿尔茨海默病的抑郁和焦虑
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,memory decline,记忆力下降是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_clinical_stage,Clinical_Stage,mild cognitive impairment,轻度认知障碍是阿尔茨海默病的早期阶段
Disease,Alzheimer's disease,has_research_method,Research_Method,CSF biomarkers,脑脊液生物标志物用于研究阿尔茨海默病
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid plaques,阿尔茨海默病会出现淀粉样斑块
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty with recall,回忆困难是阿尔茨海默病的临床表现
Risk_Factor,physical activity,decreases_risk_of,Disease,Alzheimer's disease,体力活动降低阿尔茨海默病的风险
Disease,Alzheimer's disease,has_treatment,Treatment,rivastigmine,卡巴拉汀是治疗阿尔茨海默病的药物
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,aberrant motor behavior,异常运动行为是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,apathy,淡漠是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,brain atrophy,阿尔茨海默病会导致脑萎缩
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,dizziness,头晕是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_treatment,Treatment,donepezil,多奈哌齐是治疗阿尔茨海默病的药物
Disease,Alzheimer's disease,has_clinical_stage,Clinical_Stage,early-onset disease,早发性阿尔茨海默病是疾病的一种类型
Imaging_Method,tau PET,detects,Biomarker,tau,tau蛋白PET用于检测tau蛋白
Disease,Alzheimer's disease,has_treatment,Treatment,galantamine,加兰他敏是治疗阿尔茨海默病的药物
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,cognitive decline,认知功能下降是阿尔茨海默病的临床表现
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,weight changes,阿尔茨海默病患者可能出现体重变化
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,small vessel ischemic disease,小血管缺血性疾病是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,visuospatial problems,阿尔茨海默病患者可能出现视觉空间问题
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,difficulty finding words,找词困难是阿尔茨海默病的临床表现
Imaging_Method,PET,detects,Biomarker,amyloid plaques,正电子发射断层扫描用于检测淀粉样斑块
Disease,Alzheimer's disease,has_biomarker,Biomarker,tau,tau蛋白是阿尔茨海默病的生物标志物
