Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Clinical_Test,NAB228 staining,detects,Protein,amyloid-beta,NAB228染色用于检测淀粉样蛋白
Imaging_Method,confocal microscopy,detects,Pathological_Change,amyloid plaques,共聚焦显微镜可以检测淀粉样斑块
Protein,ubiquitin,accumulates_in,Brain_Region,peri-plaque dystrophies,泛素蛋白在斑块周围营养不良区域堆积
Brain_Region,hippocampus,affected_by,Disease,Alzheimer's disease,海马体受阿尔茨海默病影响
Protein,BACE1,accumulates_in,Brain_Region,dystrophic axons,BACE1在斑块周围的营养不良轴突中积累
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid plaques,阿尔茨海默病特征为细胞外脑淀粉样斑块
Treatment,tau deletion,reduces,Pathological_Change,plaque compactness,tau缺失减少斑块紧密度
Protein,APP,associated_with,Disease,Alzheimer's disease,APP蛋白与阿尔茨海默病相关
Research_Method,ELISA,measures,Biomarker,amyloid-beta,ELISA用于测量淀粉样蛋白水平
Protein,BACE1,associated_with,Disease,Alzheimer's disease,BACE1蛋白与阿尔茨海默病相关
Protein,tau,affects,Pathological_Change,microtubule stability,tau缺失影响微管稳定性
Protein,tau,regulates,Protein,axonal transport,tau蛋白调节轴突运输
Research_Method,immunohistochemistry,detects,Pathological_Change,BACE1 accumulation,免疫组化用于检测BACE1积累
Protein,tau,affects,Pathological_Change,axonal dystrophies,tau缺失减轻斑块相关的轴突营养不良
Protein,tau,affects,Pathological_Change,axonal transport deficits,tau缺失缓解淀粉样蛋白诱导的轴突运输缺陷
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta,阿尔茨海默病的生物标志物包括淀粉样蛋白
Clinical_Test,Methoxy-X04 staining,detects,Pathological_Change,plaque border,Methoxy-X04染色用于检测斑块边界
Protein,tau,affects,Pathological_Change,plaque formation,tau缺失减缓斑块形成
Protein,tau,affects,Pathological_Change,axonal pathology,tau缺失减轻斑块相关的轴突病理
Research_Method,protein analysis,studies,Protein,tau,蛋白质分析用于研究tau蛋白
Brain_Region,somatosensory cortex,affected_by,Disease,Alzheimer's disease,体感皮层受阿尔茨海默病影响
Protein,tau,affects,Pathological_Change,plaque-associated pathology,tau缺失减轻斑块相关的病理变化
Clinical_Test,immunohistochemistry,detects,Pathological_Change,amyloid plaques,免疫组化可以检测淀粉样斑块
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Clinical_Test,Ab126468 staining,detects,Protein,amyloid-beta,Ab126468染色用于检测淀粉样蛋白
Research_Method,image data analysis,analyzes,Pathological_Change,axonal dystrophies,图像数据分析用于分析轴突营养不良
Protein,amyloid-beta,is_produced_by,Protein,APP,淀粉样蛋白由淀粉样前体蛋白(APP)经BACE1酶切产生
Treatment,Methoxy-X04,stains,Pathological_Change,amyloid plaques,Methoxy-X04用于染色淀粉样斑块
Protein,tau,affects,Pathological_Change,satellite plaque formation,tau缺失抑制卫星斑块形成
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病特征为细胞内神经纤维缠结
Gene,APP,associated_with,Disease,Alzheimer's disease,APP基因与阿尔茨海默病相关
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Protein,IBA1,associated_with,Disease,Alzheimer's disease,IBA1蛋白与阿尔茨海默病相关
Protein,APP,accumulates_in,Brain_Region,peri-plaque dystrophies,APP蛋白在斑块周围营养不良区域堆积
Research_Method,chronic in vivo imaging,studies,Pathological_Change,amyloid plaques,慢性体内成像用于研究淀粉样斑块
Protein,tau,affects,Pathological_Change,plaque-induced pathology,tau缺失减轻斑块诱导的病理变化
Research_Method,protein analysis,studies,Protein,amyloid-beta,蛋白质分析用于研究淀粉样蛋白
Protein,tau,affects,Protein,BACE1 accumulation,tau缺失减少斑块周围BACE1积累
Protein,ubiquitin,associated_with,Disease,Alzheimer's disease,泛素蛋白与阿尔茨海默病相关
Protein,tau,affects,Pathological_Change,Ab deposition,tau缺失减缓淀粉样蛋白沉积
Treatment,tau deletion,reduces,Pathological_Change,plaque formation,tau缺失减少斑块形成
Protein,tau,affects,Pathological_Change,microglial response,tau缺失可能影响斑块周围的微胶质反应
Research_Method,two-photon microscopy,detects,Pathological_Change,Ab plaques,双光子显微镜用于检测淀粉样斑块
Protein,IBA1,accumulates_in,Brain_Region,peri-plaque dystrophies,IBA1蛋白在斑块周围营养不良区域堆积
Imaging_Method,3D-rendered imaging,detects,Pathological_Change,plaque formation,3D成像技术用于检测斑块形成
Disease,Alzheimer's disease,has_biomarker,Biomarker,tau,阿尔茨海默病的生物标志物包括tau蛋白
Research_Method,image data analysis,analyzes,Pathological_Change,amyloid plaques,图像数据分析用于分析淀粉样斑块
Imaging_Method,immunofluorescence,detects,Protein,APP,免疫荧光技术用于检测APP蛋白表达
Research_Method,image data analysis,analyzes,Pathological_Change,BACE1-positive dystrophies,图像数据分析用于分析BACE1阳性营养不良
Imaging_Method,two-photon imaging,detects,Pathological_Change,amyloid plaques,双光子成像可以检测淀粉样斑块
Protein,VGLUT1,associated_with,Disease,Alzheimer's disease,VGLUT1蛋白与阿尔茨海默病相关
Protein,tau,affects,Pathological_Change,plaque compactness,tau缺失降低斑块紧密度
Research_Method,Western blot,measures,Protein,APP,Western blot用于测量APP蛋白水平
Protein,BACE1,is_enriched_in,Brain_Region,mossy fiber terminals,BACE1在苔藓纤维末梢中富集
Research_Method,statistical analysis,analyzes,Clinical_Manifestation,cognitive decline,统计分析用于分析认知衰退
Protein,tau,affects,Protein,APP accumulation,tau缺失减少斑块周围APP积累
Gene,PSEN1,associated_with,Disease,Alzheimer's disease,PSEN1基因与阿尔茨海默病相关
