Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_treatment,Treatment,cognitive training,认知训练是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,has_treatment,Treatment,reminiscence therapy,回忆疗法是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,related_to,Research_Method,deep learning,深度学习用于阿尔茨海默病研究
Disease,Alzheimer's disease,has_treatment,Treatment,bereavement support,丧亲支持是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,has_treatment,Treatment,antidepressants,抗抑郁药物是阿尔茨海默病的治疗药物
Biomarker,DTI,used_for,Disease,Alzheimer's disease,扩散张量成像用于阿尔茨海默病的诊断
Disease,Alzheimer's disease,has_treatment,Treatment,adult day care,成人日托是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,has_treatment,Treatment,reality orientation therapy,现实定向疗法是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,has_treatment,Treatment,dietary interventions,饮食干预是阿尔茨海默病的治疗方法
Biomarker,FDG-PET,used_for,Disease,Alzheimer's disease,氟脱氧葡萄糖正电子发射断层扫描用于阿尔茨海默病的诊断
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid plaques,淀粉样斑块是阿尔茨海默病的病理改变
Disease,Alzheimer's disease,related_to,Brain_Region,gray matter volume,灰质体积与阿尔茨海默病相关
Disease,Alzheimer's disease,has_treatment,Treatment,donepezil,多奈哌齐是阿尔茨海默病的治疗药物
Disease,Alzheimer's disease,has_treatment,Treatment,meditation,冥想是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,has_treatment,Treatment,continuing care retirement community,持续护理退休社区是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,has_stage,Clinical_Stage,Alzheimer's disease (AD),阿尔茨海默病是疾病的晚期阶段
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,APOE4,APOE4基因是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_treatment,Treatment,massage therapy,按摩疗法是阿尔茨海默病的治疗方法
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Disease,Alzheimer's disease,has_treatment,Treatment,biofeedback,生物反馈是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,related_to,Research_Method,stacked autoencoders,堆叠自编码器用于阿尔茨海默病研究
Disease,Alzheimer's disease,has_treatment,Treatment,acupuncture,针灸是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,has_treatment,Treatment,funeral planning,葬礼规划是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,classified_by,Clinical_Test,vision transformer (Vit),视觉Transformer用于阿尔茨海默病的分类
Disease,Alzheimer's disease,has_treatment,Treatment,long-term care,长期护理是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,has_treatment,Treatment,memory care,记忆护理是阿尔茨海默病的治疗方法
Biomarker,amyloid PET,used_for,Disease,Alzheimer's disease,淀粉样蛋白正电子发射断层扫描用于阿尔茨海默病的诊断
Disease,Alzheimer's disease,diagnosed_with,Imaging_Method,MRI,阿尔茨海默病可通过MRI进行诊断
Disease,Alzheimer's disease,has_treatment,Treatment,spiritual care,灵性护理是阿尔茨海默病的治疗方法
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Disease,Alzheimer's disease,has_treatment,Treatment,light therapy,光疗法是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,classified_by,Clinical_Test,transfer learning,迁移学习用于阿尔茨海默病的分类
Disease,Alzheimer's disease,classified_by,Clinical_Test,GoogLeNet,GoogLeNet用于阿尔茨海默病的分类
Disease,Alzheimer's disease,has_treatment,Treatment,assisted living,辅助生活是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,related_to,Research_Method,masked autoencoder (MAE),掩码自编码器用于阿尔茨海默病研究
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,神经纤维缠结是阿尔茨海默病的病理改变
Biomarker,MRI,used_for,Disease,Alzheimer's disease,核磁共振成像用于阿尔茨海默病的诊断
Disease,Alzheimer's disease,has_stage,Clinical_Stage,mild cognitive impairment (MCI),轻度认知障碍是阿尔茨海默病的早期阶段
Disease,Alzheimer's disease,related_to,Research_Method,attention mechanism,注意力机制用于阿尔茨海默病研究
Disease,Alzheimer's disease,has_treatment,Treatment,virtual reality,虚拟现实是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,has_treatment,Treatment,robotics,机器人技术是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,classified_by,Clinical_Test,VGG16,VGG16用于阿尔茨海默病的分类
Disease,Alzheimer's disease,has_clinical_stage,Clinical_Stage,MCI,轻度认知障碍是阿尔茨海默病的临床分期
Disease,Alzheimer's disease,has_treatment,Treatment,environmental modifications,环境改造是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,has_treatment,Treatment,grief counseling,悲伤咨询是阿尔茨海默病的治疗方法
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
Disease,Alzheimer's disease,has_treatment,Treatment,end-of-life care,临终护理是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,has_treatment,Treatment,assistive technology,辅助技术是阿尔茨海默病的治疗方法
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
Disease,Alzheimer's disease,has_treatment,Treatment,memantine,美金刚是阿尔茨海默病的治疗药物
Disease,Alzheimer's disease,has_treatment,Treatment,home modifications,家庭改造是阿尔茨海默病的治疗方法
Disease,Alzheimer's disease,has_treatment,Treatment,hospice care,临终关怀是阿尔茨海默病的治疗方法
