Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Biomarker,DHA,associated_with,Disease,Alzheimer's disease,二十二碳六烯酸与阿尔茨海默病相关
Biomarker,omega-3,associated_with,Clinical_Manifestation,cognitive decline,omega-3水平与认知衰退相关
Protein,PUFAs,affects,Pathological_Change,synaptic plasticity,PUFAs通过增加长期增强作用促进突触可塑性
Research_Method,randomized controlled trials,studies,Disease,Alzheimer's disease,随机对照试验用于研究阿尔茨海默病
Disease,Alzheimer's disease,has_biomarker,Biomarker,tau phosphorylation,阿尔茨海默病与tau蛋白磷酸化相关
Research_Method,multiple linear regression,analyzes,Clinical_Manifestation,cognitive decline,多元线性回归分析用于研究认知衰退
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,higher fish consumption,较高的鱼类摄入量与较低的阿尔茨海默病风险相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,total fat intake,总脂肪摄入量与阿尔茨海默病相关
Risk_Factor,lower baseline omega-3 PUFAs,increases_risk_of,Disease,Alzheimer's disease,较低的基线omega-3多不饱和脂肪酸水平增加阿尔茨海默病风险
Clinical_Test,MNA,evaluates,Clinical_Manifestation,nutritional status,微型营养评估用于评估营养状况
Clinical_Test,CDR,evaluates,Clinical_Stage,disease progression,临床痴呆评定量表用于评估疾病进展
Biomarker,vitamin B12,associated_with,Clinical_Manifestation,cognitive decline,维生素B12水平与认知衰退相关
Research_Method,RCT,investigates,Treatment,omega-3 supplementation,随机对照试验用于研究omega-3补充剂的效果
Research_Method,meta-analysis,investigates,Risk_Factor,fish consumption,荟萃分析用于研究鱼类摄入量与阿尔茨海默病风险的关系
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta,阿尔茨海默病与淀粉样蛋白异常堆积相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,higher omega-3 intake,较高的omega-3摄入量与较低的认知衰退风险相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,omega-3 deficiency,omega-3缺乏是阿尔茨海默病的风险因素
Research_Method,binary logistic regression,analyzes,Clinical_Manifestation,cognitive decline,二元逻辑回归分析用于研究认知衰退
Biomarker,glycated hemoglobin,associated_with,Clinical_Manifestation,cognitive decline,糖化血红蛋白水平与认知衰退相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,APOE status,APOE状态可能影响PUFA摄入与认知功能的关系
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病与神经纤维缠结积累相关
Clinical_Manifestation,cognitive decline,is_evaluated_by,Clinical_Test,Mini-Mental State Examination,认知功能下降通过简易精神状态检查评估
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neuroinflammation,阿尔茨海默病与神经炎症相关
Protein,DHA,affects,Pathological_Change,amyloid-beta production,DHA和EPA通过改变淀粉样前体蛋白减少淀粉样蛋白生成
Biomarker,folate acid,associated_with,Clinical_Manifestation,cognitive decline,叶酸水平与认知衰退相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,lower baseline omega-3 levels,阿尔茨海默病患者基线omega-3水平较低与认知衰退风险增加相关
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Treatment,AChEIs,treats,Disease,Alzheimer's disease,乙酰胆碱酯酶抑制剂用于治疗阿尔茨海默病
Biomarker,triglyceride,associated_with,Clinical_Manifestation,cognitive decline,甘油三酯水平与认知衰退相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,lower baseline total fat,阿尔茨海默病患者基线总脂肪水平较低与认知变化相关
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloidogenesis,阿尔茨海默病与淀粉样蛋白生成相关
Treatment,omega-3 supplementation,treats,Disease,mild cognitive impairment,omega-3补充剂对轻度认知障碍患者有显著改善作用
Clinical_Manifestation,cognitive decline,is_evaluated_by,Clinical_Test,clinical dementia rating,认知功能下降通过临床痴呆评定量表评估
Biomarker,omega-6,associated_with,Clinical_Manifestation,cognitive decline,omega-6水平与认知衰退相关
Biomarker,omega-3 PUFAs,associated_with,Disease,Alzheimer's disease,omega-3多不饱和脂肪酸与阿尔茨海默病相关
Biomarker,EPA,associated_with,Clinical_Manifestation,cognitive decline,EPA水平与认知衰退相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,lower DHA levels,较低的DHA水平与记忆和执行功能恶化相关
Clinical_Stage,moderate or severe dementia,is_stage_of,Disease,Alzheimer's disease,中度或重度痴呆是阿尔茨海默病的疾病分期
Biomarker,total cholesterol,associated_with,Clinical_Manifestation,cognitive decline,总胆固醇水平与认知衰退相关
Clinical_Manifestation,cognitive decline,is_associated_with,Biomarker,DHA,认知功能下降与DHA相关
Biomarker,EPA,associated_with,Disease,Alzheimer's disease,二十碳五烯酸与阿尔茨海默病相关
Risk_Factor,lower baseline DHA,increases_risk_of,Disease,Alzheimer's disease,较低的基线DHA水平增加阿尔茨海默病风险
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,lower baseline DHA levels,阿尔茨海默病患者基线DHA水平较低与认知衰退风险增加相关
Clinical_Test,MNA,evaluates,Clinical_Manifestation,nutritional status,微型营养评估用于评估患者的营养状态
Clinical_Manifestation,cognitive decline,is_associated_with,Biomarker,EPA,认知功能下降与EPA相关
Disease,Alzheimer's disease,has_treatment,Treatment,AChEIs,阿尔茨海默病患者接受乙酰胆碱酯酶抑制剂治疗
Biomarker,DHA,associated_with,Clinical_Manifestation,cognitive decline,DHA水平与认知衰退相关
Clinical_Manifestation,cognitive decline,is_associated_with,Biomarker,omega-3 PUFAs,认知功能下降与omega-3多不饱和脂肪酸相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,EPA,EPA可能是认知恶化的风险因素
Research_Method,cohort study,investigates,Risk_Factor,omega-3 intake,队列研究用于研究omega-3摄入量与认知衰退风险的关系
Research_Method,prospective cohort study,studies,Disease,Alzheimer's disease,前瞻性队列研究用于研究阿尔茨海默病
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,lower baseline MNA score,阿尔茨海默病患者基线MNA评分较低与认知变化相关
Protein,DHA,affects,Pathological_Change,tau phosphorylation,DHA通过抑制tau蛋白磷酸化发挥神经保护作用
Protein,PUFAs,affects,Pathological_Change,neuroinflammation,PUFAs通过抑制促炎细胞因子表达改善神经炎症
Disease,Alzheimer's disease,has_treatment,Treatment,acetylcholinesterase inhibitors,阿尔茨海默病患者接受乙酰胆碱酯酶抑制剂治疗
Treatment,omega-3 supplementation,has_effect_on,Disease,Alzheimer's disease,omega-3补充剂对晚期阿尔茨海默病患者认知保护作用有限
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病的主要症状是认知功能下降
Clinical_Test,clinical dementia rating,evaluates,Clinical_Manifestation,cognitive function,临床痴呆评定量表用于评估认知功能
Clinical_Test,ADAS-cog,evaluates,Clinical_Manifestation,cognitive function,阿尔茨海默病评估量表-认知部分用于评估认知功能
Clinical_Test,Mini-Mental State Examination,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
