Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Research_Method,WGCNA,constructs,Network,lncRNA-mRNA co-expressed network,WGCNA方法构建lncRNA-mRNA共表达网络
lncRNA,CTA-929C8,associated_with,Disease,Alzheimer's disease,CTA-929C8与阿尔茨海默病相关
Gene,APP,regulated_by,miRNA,Hsa-mir-328,APP基因受Hsa-mir-328调控
Research_Method,RNA-seq,analyzes,Gene,lncRNAs,RNA测序分析长非编码RNA
Database,HMDD,curates,miRNA,AD-related miRNAs,HMDD数据库整理阿尔茨海默病相关的miRNA
Gene,CTA-929C8,potential_diagnostic_marker,Disease,Alzheimer's disease,CTA-929C8基因可能是阿尔茨海默病的诊断标志物
Research_Method,miRanda,identifies,miRNA,AD-related miRNAs,miRanda算法识别阿尔茨海默病相关的miRNA
Gene,CTA-929C8,potential_biomarker,Disease,Alzheimer's disease,CTA-929C8可能是阿尔茨海默病的诊断标志物
Gene,CTA-929C8,regulates,Gene,CD44,CTA-929C8基因可能调控CD44基因的表达
Gene,CCDC13-AS1,regulates,Gene,CD44,CCDC13-AS1基因可能调控CD44基因的表达
Gene,CD44,associated_with,Disease,Alzheimer's disease,CD44基因与阿尔茨海默病相关
Brain_Region,temporal cortex,expressed_in,Gene,AQP1,AQP1基因在颞叶皮层表达
Gene,IRAK4,associated_with,Disease,Alzheimer's disease,IRAK4基因与阿尔茨海默病相关
Brain_Region,temporal cortex,expressed_in,Gene,AGT,AGT基因在颞叶皮层表达
Gene,lncRNAs,expressed_in,Brain_Region,brain tissue,长非编码RNA在脑组织中表达
Gene,lncRNAs,regulates,Biological_Process,cell adhesion,长非编码RNA调控细胞粘附
Gene,PIRT,potential_diagnostic_marker,Disease,Alzheimer's disease,PIRT基因可能是阿尔茨海默病的诊断标志物
Brain_Region,entorhinal cortex,expressed_in,Gene,CD44,CD44基因在嗅皮层表达
Gene,CLUAP1,associated_with,Clinical_Manifestation,aging,CLUAP1基因与衰老相关
Gene,AQP1,associated_with,Disease,Alzheimer's disease,AQP1基因与阿尔茨海默病相关
Gene,BACE1,regulated_by,miRNA,Hsa-mir-328,BACE1基因受Hsa-mir-328调控
lncRNA,PSMG3-AS1,associated_with,Disease,Alzheimer's disease,PSMG3-AS1与阿尔茨海默病相关
Gene,VTI1A,associated_with,Disease,Alzheimer's disease,VTI1A基因与阿尔茨海默病相关
Database,starBase,provides,Relationship,mRNA-miRNA targeting,starBase数据库提供mRNA-miRNA靶向关系
miRNA,Hsa-mir-328,associated_with,Disease,Alzheimer's disease,Hsa-mir-328与阿尔茨海默病相关
Disease,Alzheimer's disease,affects,Brain_Region,cerebral cortex,阿尔茨海默病影响大脑皮层
lncRNA,MIR3180-3,associated_with,Disease,Alzheimer's disease,MIR3180-3与阿尔茨海默病相关
Gene,RP3-522J7,regulates,Gene,S100B,RP3-522J7基因可能调控S100B基因的表达
miRNA,Hsa-miR-1229,associated_with,Disease,Alzheimer's disease,Hsa-miR-1229与阿尔茨海默病相关
Gene,RP3-522J7,co-expressed_with,Gene,AD risk PCGs,RP3-522J7与阿尔茨海默病风险基因共表达
Protein,S100B,affects,Pathological_Change,neuroinflammation,S100B蛋白影响神经炎症病理变化
Gene,S100B,potential_diagnostic_marker,Disease,Alzheimer's disease,S100B基因可能是阿尔茨海默病的诊断标志物
Gene,SORL1,regulated_by,miRNA,Hsa-miR-1229,SORL1基因受Hsa-miR-1229调控
Brain_Region,entorhinal cortex,expressed_in,Gene,S100B,S100B基因在嗅皮层表达
lncRNA,RP3-522J7,associated_with,Disease,Alzheimer's disease,RP3-522J7与阿尔茨海默病相关
Brain_Region,temporal cortex,expressed_in,Gene,CD44,CD44基因在颞叶皮层表达
Disease,Alzheimer's disease,affects,Brain_Region,brain,阿尔茨海默病影响大脑区域
Gene,lncRNAs,regulates,Biological_Process,brain renin-angiotensin system,长非编码RNA调控脑肾素-血管紧张素系统
Brain_Region,temporal cortex,expressed_in,Gene,IRAK4,IRAK4基因在颞叶皮层表达
Gene,MIR3180-3,co-expressed_with,Gene,AD risk PCGs,MIR3180-3与阿尔茨海默病风险基因共表达
Brain_Region,hippocampus,expressed_in,Gene,CD44,CD44基因在海马体表达
Gene,TOX3,associated_with,Clinical_Manifestation,longevity,TOX3基因与长寿相关
Brain_Region,hippocampus,expressed_in,Gene,AQP1,AQP1基因在海马体表达
Gene,S100B,associated_with,Clinical_Manifestation,aging,S100B基因与衰老相关
Gene,lncRNAs,associated_with,Disease,Alzheimer's disease,长非编码RNA与阿尔茨海默病相关
Gene,lncRNAs,regulates,Protein,PCGs,长非编码RNA调控蛋白质编码基因
lncRNA,FUT8-AS1,associated_with,Disease,Alzheimer's disease,FUT8-AS1与阿尔茨海默病相关
Gene,PCGs,expressed_in,Brain_Region,brain tissue,蛋白质编码基因在脑组织中表达
Gene,AGT,associated_with,Disease,Alzheimer's disease,AGT基因与阿尔茨海默病相关
Gene,S100B,associated_with,Disease,Alzheimer's disease,S100B基因与阿尔茨海默病相关
Gene,lncRNAs,regulates,Biological_Process,neuroprotective role of THOP1 in AD,长非编码RNA调控THOP1在阿尔茨海默病中的神经保护作用
Gene,MIR3180-2,co-expressed_with,Gene,AD risk PCGs,MIR3180-2与阿尔茨海默病风险基因共表达
Gene,lncRNAs,involved_in,Pathological_Change,AD-related dysregulated biological processes,长非编码RNA参与阿尔茨海默病相关的失调生物过程
Gene,NTS,associated_with,Disease,Alzheimer's disease,NTS基因与阿尔茨海默病相关
Gene,AGT,associated_with,Clinical_Manifestation,aging,AGT基因与衰老相关
lncRNA,MIR3180-2,associated_with,Disease,Alzheimer's disease,MIR3180-2与阿尔茨海默病相关
Gene,CUX1,associated_with,Disease,Alzheimer's disease,CUX1基因与阿尔茨海默病相关
Gene,RP3-522J7,potential_diagnostic_marker,Disease,Alzheimer's disease,RP3-522J7基因可能是阿尔茨海默病的诊断标志物
