Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Treatment,aducanumab,compared_with,Treatment,donanemab,阿杜卡努单抗与多纳单抗进行比较
Biomarker,amyloid,affects,Clinical_Manifestation,cognitive function,淀粉样蛋白水平影响认知功能
Treatment,aducanumab,has_side_effect,Symptom,bleeding,阿杜卡努单抗可能导致出血
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,APOE4 gene,APOE4基因是阿尔茨海默病的风险因素
Treatment,aducanumab,requires,Clinical_Test,improvement in symptoms or cognition,阿杜卡努单抗的批准需要展示症状或认知的改善
Clinical_Test,post authorisation trials,evaluates,Treatment,aducanumab,授权后试验评估阿杜卡努单抗的临床效益
Treatment,aducanumab,causes,Symptom,brain swelling or bleeding,阿杜卡努单抗可能导致脑肿胀或出血
Treatment,aducanumab,targets,Protein,amyloid-beta,阿杜卡努单抗靶向淀粉样蛋白
Treatment,aducanumab,not_approved_by,Clinical_Test,EMA,欧洲药品管理局未批准阿杜卡努单抗
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振检测脑萎缩
Disease,Alzheimer's disease,has_stage,Clinical_Stage,early Alzheimer disease,阿尔茨海默病有早期阶段
Treatment,aducanumab,requires,Clinical_Test,proper clinical trials,阿杜卡努单抗的批准需要通过适当的临床试验重新检验有效性和安全性
Clinical_Test,amyloid-related imaging abnormalities,detects,Pathological_Change,brain changes,淀粉样蛋白相关影像异常检测脑部变化
Treatment,aducanumab,approved_by,Regulatory_Agency,FDA,阿杜卡努单抗获得FDA批准
Disease,Alzheimer's disease,treated_by,Treatment,aducanumab,阿杜卡努单抗用于治疗阿尔茨海默病
Biomarker,amyloid β plaques,is_unreliable_for,Clinical_Manifestation,delayed clinical decline,淀粉样蛋白β斑块减少与延缓临床衰退的关联不可靠
Treatment,aducanumab,approved_by,Clinical_Test,FDA,阿杜卡努单抗获得FDA加速批准
Treatment,aducanumab,has_side_effect,Symptom,brain swelling,阿杜卡努单抗可能导致脑肿胀
Biomarker,amyloid β plaques,is_unreliable_for,Clinical_Manifestation,cognitive improvement,淀粉样蛋白β斑块减少与认知改善的关联不可靠
Treatment,aducanumab,requires,Clinical_Test,surrogate endpoint,阿杜卡努单抗的早期批准依赖于替代终点
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid β plaques,淀粉样蛋白β斑块是阿尔茨海默病的生物标志物
Treatment,aducanumab,associated_with,Risk_Factor,brain swelling or bleeding,阿杜卡努单抗与脑肿胀或出血风险相关
Treatment,aducanumab,has_cost,Risk_Factor,high cost,阿杜卡努单抗治疗费用高昂
Treatment,aducanumab,requires,Clinical_Test,substantial evidence of efficacy,阿杜卡努单抗的批准需要提供疗效的实质性证据
Clinical_Test,clinical studies,evaluates,Treatment,aducanumab,临床研究评估阿杜卡努单抗的疗效
Treatment,aducanumab,requires,Clinical_Test,confirmatory evidence,阿杜卡努单抗的早期批准需要后续的确证性证据
Research_Method,instrumental variable meta-analysis,analyzes,Biomarker,amyloid levels,工具变量荟萃分析用于分析淀粉样蛋白水平
Clinical_Test,phase III clinical trials,assesses,Treatment,aducanumab,三期临床试验评估阿杜卡努单抗的疗效和安全性
Treatment,aducanumab,compared_with,Treatment,placebo,阿杜卡努单抗与安慰剂进行比较
Treatment,aducanumab,targets,Protein,amyloid β,阿杜卡努单抗针对淀粉样蛋白β
