Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Treatment,anti-TNFSF10 antibody,reduces,Pathological_Change,phosphorylated tau protein,抗TNFSF10抗体减少磷酸化tau蛋白
Gene,PSEN1,associated_with,Disease,Alzheimer's disease,PSEN1基因与阿尔茨海默病相关
Protein,IL-10,associated_with,Pathological_Change,immune response,IL-10蛋白与免疫反应相关
Protein,Aβ1-42,accumulates_in,Brain_Region,spleen,Aβ1-42蛋白在脾脏中积累
Research_Method,3xTg-AD mouse model,models,Disease,Alzheimer's disease,3xTg-AD小鼠模型用于模拟阿尔茨海默病
Protein,TNFSF10,cooperates_with,Protein,cytokines,TNFSF10蛋白与细胞因子协同作用
Protein,iNOS,associated_with,Pathological_Change,neuroinflammation,iNOS蛋白与神经炎症相关
Imaging_Method,confocal microscopy,detects,Protein,FoxP3,共聚焦显微镜检测FoxP3蛋白的表达
Imaging_Method,confocal microscopy,detects,Protein,GITR,共聚焦显微镜检测GITR蛋白的表达
Disease,Alzheimer's disease,associated_with,Protein,Aβ1-42,阿尔茨海默病与Aβ1-42蛋白的表达相关
Clinical_Test,immunohistochemistry,detects,Protein,Aβ1-42,免疫组化检测Aβ1-42蛋白的表达
Clinical_Test,western blot analysis,detects,Protein,amyloid-beta,蛋白质印迹分析检测淀粉样蛋白
Protein,TNF-α,associated_with,Pathological_Change,neuroinflammation,TNF-α蛋白与神经炎症相关
Gene,tauP301L,associated_with,Disease,Alzheimer's disease,tauP301L基因与阿尔茨海默病相关
Protein,FoxP3,associated_with,Pathological_Change,immune response,FoxP3蛋白与免疫反应相关
<Protein,TNF-α,associated_with,Disease,Alzheimer's disease,TNF-α蛋白与阿尔茨海默病相关>
Imaging_Method,confocal microscopy,detects,Protein,TNF-α,共聚焦显微镜检测TNF-α蛋白的表达
<Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid beta 1-42,阿尔茨海默病的生物标志物包括淀粉样蛋白1-42>
<Protein,FoxP3,associated_with,Disease,Alzheimer's disease,FoxP3蛋白与阿尔茨海默病相关>
<Protein,GITR,associated_with,Disease,Alzheimer's disease,GITR蛋白与阿尔茨海默病相关>
Research_Method,one-way ANOVA,analyzes,Clinical_Test,immunofluorescence,单因素方差分析用于分析免疫荧光数据
<Treatment,anti-TNFSF10 antibody,reduces,Biomarker,phosphorylated-tau protein,抗TNFSF10抗体治疗减少磷酸化tau蛋白的表达>
Protein,IL-1β,associated_with,Pathological_Change,neuroinflammation,IL-1β蛋白与神经炎症相关
Disease,Alzheimer's disease,characterized_by,Pathological_Change,amyloid accumulation,阿尔茨海默病以大脑中淀粉样蛋白异常堆积为特征
Protein,GITR,associated_with,Pathological_Change,immune response,GITR蛋白与免疫反应相关
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病影响海马体区域
Imaging_Method,confocal microscopy,detects,Pathological_Change,neuroinflammation,共聚焦显微镜检测神经炎症
<Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neuroinflammation,阿尔茨海默病的病理改变包括神经炎症>
Imaging_Method,confocal microscopy,detects,Protein,CD11b,共聚焦显微镜检测CD11b蛋白的表达
Brain_Region,hippocampus,affected_by,Pathological_Change,neuroinflammation,海马体受到神经炎症的影响
Protein,TNFSF10,triggers,Pathological_Change,neuroinflammation,TNFSF10蛋白触发神经炎症
Clinical_Test,Western blot,detects,Protein,Aβ1-42,Western blot检测Aβ1-42蛋白的表达
Protein,TNFSF10,mediates,Pathological_Change,Aβ-induced neuronal death,TNFSF10蛋白介导Aβ诱导的神经元死亡
<Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病影响海马体区域>
<Protein,TNFSF10,associated_with,Disease,Alzheimer's disease,TNFSF10蛋白与阿尔茨海默病相关>
Protein,CD3,associated_with,Pathological_Change,immune response,CD3蛋白与免疫反应相关
Treatment,anti-TNFSF10 antibody,reduces,Pathological_Change,neuroinflammation,抗TNFSF10抗体减少神经炎症
<Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,immune/inflammatory response imbalance,阿尔茨海默病的风险因素包括免疫/炎症反应失衡>
Protein,Aβ1-42,accumulates_in,Brain_Region,hippocampus,Aβ1-42蛋白在海马体中积累
Gene,APPSwe,associated_with,Disease,Alzheimer's disease,APPSwe基因与阿尔茨海默病相关
Research_Method,one-way ANOVA,analyzes,Clinical_Test,immunohistochemistry,单因素方差分析用于分析免疫组化数据
Research_Method,one-way ANOVA,analyzes,Clinical_Test,Western blot,单因素方差分析用于分析Western blot数据
Protein,COX2,associated_with,Pathological_Change,neuroinflammation,COX2蛋白与神经炎症相关
Clinical_Test,immunohistochemistry,detects,Protein,amyloid-beta,免疫组化检测淀粉样蛋白
<Disease,Alzheimer's disease,has_biomarker,Biomarker,phosphorylated-tau protein,阿尔茨海默病的生物标志物包括磷酸化tau蛋白>
Treatment,anti-TNFSF10 monoclonal antibody,reduces,Protein,phosphorylated Tau protein,抗TNFSF10单克隆抗体减少磷酸化Tau蛋白的表达
Clinical_Test,immunofluorescence,detects,Protein,phosphorylated Tau protein,免疫荧光检测磷酸化Tau蛋白的表达
Protein,TNFSF10,inhibits,Protein,Treg cells,TNFSF10蛋白抑制Treg细胞的活动
<Disease,Alzheimer's disease,has_clinical_stage,Clinical_Stage,minimal cognitive impairment (MCI),阿尔茨海默病的临床分期包括轻度认知障碍>
Research_Method,two-way ANOVA,analyzes,Imaging_Method,confocal microscopy,双因素方差分析用于分析共聚焦显微镜数据
Treatment,anti-TNFSF10 antibody,reduces,Pathological_Change,amyloid accumulation,抗TNFSF10抗体减少淀粉样蛋白堆积
<Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病的症状包括认知衰退>
<Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,age-related cognitive decline,阿尔茨海默病的风险因素包括年龄相关的认知衰退>
Treatment,anti-TNFSF10 monoclonal antibody,reduces,Protein,Aβ1-42,抗TNFSF10单克隆抗体减少Aβ1-42蛋白的表达
<Treatment,anti-TNFSF10 antibody,modulates,Pathological_Change,neuroinflammation,抗TNFSF10抗体治疗调节神经炎症>
Imaging_Method,confocal microscopy,detects,Protein,CD3,共聚焦显微镜检测CD3蛋白的表达
<Protein,IL-10,associated_with,Disease,Alzheimer's disease,IL-10蛋白与阿尔茨海默病相关>
Protein,amyloid-beta,accumulates_in,Brain_Region,hippocampus,淀粉样蛋白在海马体中异常堆积
Brain_Region,hippocampus,affected_by,Pathological_Change,microglia activation,海马体受到小胶质细胞激活的影响
<Treatment,anti-TNFSF10 antibody,reduces,Biomarker,amyloid beta 1-42,抗TNFSF10抗体治疗减少淀粉样蛋白1-42的表达>
