Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Risk_Factor,hypertension,associated_with,Disease,Alzheimer's disease,高血压是阿尔茨海默病的风险因素
Risk_Factor,glucose,associated_with,Disease,dementia,血糖水平是痴呆症的风险因素
Risk_Factor,hypertension,associated_with,Disease,dementia,高血压是痴呆症的风险因素
Risk_Factor,total cholesterol,associated_with,Disease,dementia,总胆固醇是痴呆症的风险因素
Gene,ApoE-ε4,increases_risk_of,Disease,dementia,ApoE-ε4基因增加痴呆症的风险
Biomarker,IGF-I receptor stimulating activity,measured_in,Clinical_Test,IGF-IRSA,胰岛素样生长因子I受体刺激活性通过IGF-IRSA检测
Biomarker,IGF-I receptor stimulating activity,interacts_with,Gene,APOE-ε4,IGF-I受体刺激活性与APOE-ε4基因存在交互作用
Disease,Alzheimer's disease,associated_with,Protein,IGF-I,阿尔茨海默病与胰岛素样生长因子I信号改变相关
Biomarker,IGF-I receptor stimulating activity,stratified_by,Gene,ApoE-ε4,胰岛素样生长因子I受体刺激活性按ApoE-ε4基因分层
Disease,Alzheimer's disease,associated_with,Gene,ApoE-ε4,阿尔茨海默病风险与ApoE-ε4基因相关
Disease,Alzheimer's disease,associated_with,Pathological_Change,neuropathology,阿尔茨海默病与神经病理学变化相关
Biomarker,IGF-I receptor stimulating activity,associated_with,Disease,Alzheimer's disease,IGF-I受体刺激活性与阿尔茨海默病风险相关
Biomarker,IGF-I receptor stimulating activity,measured_by,Research_Method,KIRA assay,IGF-I受体刺激活性通过KIRA测定法测量
Research_Method,Cox proportional hazards models,assesses,Association,IGF-I receptor stimulating activity and dementia,Cox比例风险模型评估IGF-I受体刺激活性与痴呆的关联
Clinical_Test,serum glucose measurement,assesses,Risk_Factor,glucose levels,血清葡萄糖测量用于评估血糖水平
Risk_Factor,protein restriction diet,reduces,Pathological_Change,Alzheimer pathology,蛋白质限制饮食改善阿尔茨海默病病理
Clinical_Test,waist circumference measurement,assesses,Risk_Factor,waist circumference,腰围测量用于评估腰围风险
Protein,IGF-I,enhances,Protein,transthyretin,IGF-I增加转甲状腺素蛋白的脑内转运
Risk_Factor,HDL cholesterol,associated_with,Disease,dementia,高密度脂蛋白胆固醇是痴呆症的风险因素
Protein,IGF-I,affects,Pathological_Change,amyloid β deposition,IGF-I信号减少与淀粉样蛋白β沉积增加相关
Clinical_Test,cholesterol measurement,assesses,Risk_Factor,cholesterol levels,胆固醇测量用于评估胆固醇水平
Biomarker,IGF-I receptor stimulating activity,associated_with,Pathological_Change,neuropathology,IGF-I受体刺激活性与神经病理学变化相关
Risk_Factor,APOE-ε4 carrier status,associated_with,Disease,Alzheimer's disease,APOE-ε4携带状态是阿尔茨海默病的风险因素
Gene,APOE-ε4,affects,Pathological_Change,neuropathology,APOE-ε4基因影响神经病理学变化
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Disease,dementia,associated_with,Biomarker,IGF-I receptor stimulating activity,痴呆症与胰岛素样生长因子I受体刺激活性相关
Protein,IGF-I,enhances,Protein,albumin,IGF-I增加白蛋白的脑内转运
Protein,IGF-I,affects,Pathological_Change,neuropathology,IGF-I影响神经病理学变化
Clinical_Test,blood pressure measurement,assesses,Risk_Factor,hypertension,血压测量用于评估高血压风险
Gene,APOE-ε4,affects,Protein,IGF-I,APOE-ε4基因影响IGF-I蛋白的表达或功能
Disease,Alzheimer's disease,diagnosed_by,Clinical_Test,Mini-Mental State Examination,阿尔茨海默病通过简易精神状态检查进行初步筛查
Protein,IGF-I,reduces,Pathological_Change,Aβ toxicity,IGF-I降低Aβ的毒性
Clinical_Test,IGF-I KIRA assay,measures,Biomarker,IGF-I receptor stimulating activity,IGF-I KIRA检测用于评估IGF-I受体刺激活性
Research_Method,Cox proportional hazards models,analyzes,Disease,Alzheimer's disease,Cox比例风险模型用于分析阿尔茨海默病的风险
Gene,ApoE-ε4,modifies,Protein,IGF-I receptor stimulating activity,ApoE-ε4基因修饰IGF-I受体刺激活性的效应
Biomarker,IGF-I receptor stimulating activity,associated_with,Risk_Factor,APOE-ε4 carrier status,IGF-I受体刺激活性与APOE-ε4携带状态相关
Protein,IGF-I,reduces,Pathological_Change,brain Aβ load,IGF-I通过载体蛋白降低脑内Aβ负荷
Gene,APOE-ε4,affects,Biomarker,IGF-I receptor stimulating activity,APOE-ε4基因影响IGF-I受体刺激活性
Risk_Factor,low serum IGF-I,increases_risk_of,Disease,dementia,低血清IGF-I水平增加痴呆风险
Gene,APOE-ε4,increases_risk_of,Disease,Alzheimer's disease,APOE-ε4基因增加阿尔茨海默病的风险
Clinical_Test,CAMDEX,evaluates,Clinical_Manifestation,mental disorders,剑桥老年精神障碍检查用于评估精神障碍
Risk_Factor,waist circumference,associated_with,Disease,dementia,腰围是痴呆症的风险因素
Clinical_Stage,advanced AD,associated_with,Pathological_Change,dysregulated IGF-I signaling,晚期阿尔茨海默病与IGF-I信号失调相关
Clinical_Test,dementia screening,evaluates,Disease,dementia,痴呆筛查用于评估痴呆风险
Disease,Alzheimer's disease,diagnosed_by,Clinical_Test,Cambridge Examination for Mental Disorders in the Elderly,阿尔茨海默病通过剑桥老年精神障碍检查进行进一步诊断
