Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Risk_Factor,mercury,affects,Immune_response,complement activation,汞影响补体激活
<Disease,Alzheimer's disease,has_biomarker,Biomarker,Selenium,阿尔茨海默病患者血浆硒水平降低>
Biomarker,mercury,affects,Clinical_Manifestation,red blood cell clotting,低汞水平促进红细胞凝集
<Disease,Alzheimer's disease,has_biomarker,Biomarker,Interleukin 1,阿尔茨海默病中白细胞介素1过度表达>
<Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Thiamine,低维生素B1水平增加阿尔茨海默病风险>
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,blood-brain barrier damage,汞暴露导致血脑屏障损伤
<Risk_Factor,Mercury,potentiates_damage,Gene,Apolipoprotein E4,APOE4基因减少汞结合能力，加剧汞损伤>
Risk_Factor,mercury,inhibits,Enzyme,cytochrome-c-oxidase,汞抑制细胞色素c氧化酶的活性
<Disease,Alzheimer's disease,has_biomarker,Biomarker,Iron,阿尔茨海默病中铁结合蛋白和铁沉积增加>
Risk_Factor,mercury,causes,Disease,Alzheimer's disease,汞可能是阿尔茨海默病的病因
Risk_Factor,mercury,affects,Immune_response,phosphodiesterase 4,汞影响磷酸二酯酶4的刺激
Risk_Factor,mercury,inhibits,Enzyme,gamma secretase,汞抑制γ分泌酶的活性
<Risk_Factor,Mercury,induces,Biomarker,Cytokines,汞显著诱导细胞因子表达>
Protein,beta amyloid protein,accumulates_in,Brain_Region,brain,β淀粉样蛋白在大脑中异常堆积
Risk_Factor,dental amalgams,source_of,Risk_Factor,mercury,牙科汞合金是汞的重要来源
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,hypertension,慢性高血压增加阿尔茨海默病的风险
Biomarker,mercury,affects,Clinical_Manifestation,DNA damage,汞暴露导致DNA损伤
Risk_Factor,mercury,affects,Biomarker,glutathione,汞影响谷胱甘肽的血液水平
<Risk_Factor,Mercury,increases,Biomarker,Calcium,汞增加细胞内钙浓度>
Biomarker,mercury,affects,Clinical_Manifestation,microtubule formation,低水平汞蒸气抑制微管形成
<Disease,Alzheimer's disease,has_biomarker,Biomarker,nitric oxide synthetase,阿尔茨海默病中一氧化氮合酶水平升高>
Biomarker,mercury,affects,Clinical_Manifestation,neuropathological changes,汞暴露导致神经病理学改变
<Disease,Alzheimer's disease,has_biomarker,Biomarker,Vitamin B12,阿尔茨海默病中维生素B12缺乏>
<Risk_Factor,Mercury,induces,Biomarker,nitric oxide synthetase,汞诱导一氧化氮合酶的产生>
Biomarker,mercury,affects,Clinical_Manifestation,depression,汞暴露与抑郁症相关
<Disease,Alzheimer's disease,has_biomarker,Biomarker,Magnesium,阿尔茨海默病中海马体镁水平降低>
<Risk_Factor,Mercury,neutralizes_toxicity,Risk_Factor,Selenium,硒结合汞并中和其毒性>
<Disease,Alzheimer's disease,has_biomarker,Biomarker,hydrogen peroxide,阿尔茨海默病中氢过氧化物水平升高>
<Disease,Alzheimer's disease,has_biomarker,Biomarker,Complement,阿尔茨海默病中补体激活>
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状包括记忆力丧失
<Risk_Factor,Mercury,exposure_increases,Risk_Factor,Presenilin Gene Mutation,安蒂奥基亚地区汞暴露水平高>
Disease,Alzheimer's disease,associated_with,Disease,Down Syndrome,所有唐氏综合征患者都会出现阿尔茨海默病的神经病理学特征
Risk_Factor,mercury,inhibits,Neurotransmitter,dopamine,汞抑制多巴胺的活性
<Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Copper,高血清铜与阿尔茨海默病相关>
<Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Genetic Mutations,早发性阿尔茨海默病与早老素1基因突变相关>
Risk_Factor,mercury,affects,Biomarker,arachidonic acid,汞影响花生四烯酸的血液水平
<Risk_Factor,Mercury,inhibits,Biomarker,Acetyl Choline Transferase,汞抑制乙酰胆碱转移酶的活性>
Biomarker,mercury,affects,Clinical_Manifestation,vascular dysfunction,汞暴露与血管功能障碍相关
