Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,dementia,has_biomarker,Biomarker,amyloid-β,痴呆的生物标志物是淀粉样蛋白
Clinical_Test,amyloid-β PET scan,affects,Clinical_Manifestation,clinical management,淀粉样蛋白PET扫描影响临床管理
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,definitive positive or negative result,淀粉样蛋白PET扫描需要明确的阳性或阴性结果
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,understanding of values and preferences,淀粉样蛋白PET扫描需要理解价值观和偏好
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,understanding of cognitive function,淀粉样蛋白PET扫描需要理解认知功能
Clinical_Test,amyloid-β PET scan,interpreted_at,Clinical_Test,PET facility,淀粉样蛋白PET扫描在PET设施解释
Clinical_Test,amyloid-β PET scan,used_for,Clinical_Manifestation,future care planning,淀粉样蛋白PET扫描用于未来护理规划
Clinical_Test,amyloid-β PET scan,correlates_with,Biomarker,CSF Aβ 42,淀粉样蛋白PET扫描与脑脊液Aβ 42水平高度相关
Disease,MCI,has_symptom,Clinical_Manifestation,cognitive impairment,轻度认知障碍患者表现出认知功能受损
Imaging_Method,amyloid-β PET scan,detects,Biomarker,amyloid-β,淀粉样蛋白PET扫描用于检测淀粉样蛋白生物标志物
Clinical_Test,amyloid PET scan,has_result,Biomarker,positive for cortical amyloid-β,淀粉样蛋白PET扫描结果显示皮质淀粉样蛋白β阳性
Disease,MCI,has_risk_factor,Risk_Factor,higher TICS-M score,轻度认知障碍的风险因素包括较高的TICS-M评分
Clinical_Test,amyloid-β PET scan,reported_by,Clinical_Manifestation,patients and care partners,淀粉样蛋白PET扫描结果由患者和护理伙伴报告
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,understanding of functional function,淀粉样蛋白PET扫描需要理解功能功能
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,understanding of risk,淀粉样蛋白PET扫描需要理解风险
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,understanding of amyloid-β accumulation,淀粉样蛋白PET扫描需要理解淀粉样蛋白积累
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,understanding of diagnostic confidence,淀粉样蛋白PET扫描需要理解诊断信心
Clinical_Test,amyloid PET scan,has_limitation,Clinical_Manifestation,confusing language,淀粉样蛋白PET扫描结果披露存在语言混淆问题
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,understanding of CSF Aβ 42 levels,淀粉样蛋白PET扫描需要理解脑脊液Aβ 42水平
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,记忆力丧失是阿尔茨海默病的症状
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,understanding of brain atrophy,淀粉样蛋白PET扫描需要理解脑萎缩
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,understanding of results,淀粉样蛋白PET扫描需要理解结果
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,understanding of definitiveness,淀粉样蛋白PET扫描需要理解结果的确定性
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-β,阿尔茨海默病的生物标志物是淀粉样蛋白
Disease,Alzheimer's disease,has_clinical_stage,Clinical_Stage,dementia,痴呆是阿尔茨海默病的临床分期
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,understanding of etiological diagnosis,淀粉样蛋白PET扫描需要理解病因诊断
Disease,MCI,has_treatment,Treatment,uncertain prognosis,轻度认知障碍的治疗预后不确定
Disease,dementia,has_treatment,Treatment,definitive prognosis,痴呆的治疗预后较为明确
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,accurate reporting,淀粉样蛋白PET扫描需要准确报告
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,dyadic concordance,淀粉样蛋白PET扫描需要患者和护理伙伴之间的一致性
Clinical_Test,amyloid PET scan,requires,Clinical_Manifestation,care partner education,淀粉样蛋白PET扫描需要对护理伙伴进行教育
Clinical_Test,amyloid PET scan,detects,Biomarker,amyloid-β,淀粉样蛋白PET扫描用于检测淀粉样蛋白β
Disease,MCI,requires,Clinical_Test,amyloid PET scan,MCI患者需要进行淀粉样蛋白PET扫描
Clinical_Test,amyloid PET scan,has_challenge,Clinical_Manifestation,interpretation of diagnostic terminology,淀粉样蛋白PET扫描结果解释存在术语理解挑战
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,factors influencing correct reporting,淀粉样蛋白PET扫描需要影响正确报告的因素
Clinical_Test,amyloid PET scan,has_limitation,Clinical_Manifestation,lack of standardization,淀粉样蛋白PET扫描结果披露缺乏标准化
Disease,Alzheimer's disease,diagnosed_by,Clinical_Test,amyloid-β PET scan,阿尔茨海默病通过淀粉样蛋白PET扫描进行诊断
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,qualitative insights,淀粉样蛋白PET扫描需要定性见解
Disease,dementia,has_symptom,Clinical_Manifestation,cognitive impairment,痴呆患者表现出认知功能受损
Disease,MCI,is_less_severe_than,Disease,dementia,轻度认知障碍的严重程度低于痴呆
Clinical_Test,amyloid-β PET scan,provides_information_on,Risk_Factor,risk of functional decline,淀粉样蛋白PET扫描提供功能下降风险信息
Clinical_Test,amyloid PET scan,has_limitation,Clinical_Manifestation,ambiguity of prognostic interpretation,淀粉样蛋白PET扫描结果在预后解释上存在模糊性
Clinical_Test,amyloid-β PET scan,detects,Biomarker,amyloid-β,淀粉样蛋白PET扫描检测淀粉样蛋白
Disease,dementia,has_clinical_stage,Clinical_Stage,late stage,痴呆属于疾病的晚期阶段
Clinical_Test,amyloid-β PET scan,improves,Clinical_Test,diagnostic confidence,淀粉样蛋白PET扫描提高诊断信心
Disease,MCI,requires,Clinical_Test,TICS-M,MCI患者需要进行TICS-M测试
Disease,MCI,has_clinical_stage,Clinical_Stage,early stage,轻度认知障碍属于疾病的早期阶段
Clinical_Test,amyloid-β PET scan,requires,Clinical_Test,understanding of functional decline,淀粉样蛋白PET扫描需要理解功能下降
