Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Clinical_Manifestation,neuroinflammation,reduced_by,Gene,PI3Kδ inactivation,PI3Kδ失活减少神经炎症
Protein,APP,transported_in,Brain_Region,hippocampal neurons,APP蛋白在海马体神经元中运输
Treatment,CAL-101,inhibits,Protein,PI3K-delta,CAL-101抑制PI3K-delta蛋白活性
Brain_Region,cortex,affected_by,Disease,Alzheimer's disease,大脑皮层受阿尔茨海默病影响
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Pathological_Change,amyloid plaques,reduced_by,Treatment,CAL-101,CAL-101治疗减少淀粉样斑块
Protein,PI3K-delta,regulates,Protein,APP,PI3K-delta调节APP蛋白的运输
Protein,Aβ,measured_in,Clinical_Test,ELISA,Aβ蛋白通过ELISA方法测量
Disease,Alzheimer's disease,associated_with,Protein,amyloid precursor protein,阿尔茨海默病与淀粉样前体蛋白的异常切割相关
Protein,TNF-alpha,causes,Pathological_Change,neuronal apoptosis,肿瘤坏死因子α导致神经元凋亡
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐用于治疗阿尔茨海默病
Risk_Factor,PI3Kδ,affects,Protein,APP,PI3Kδ影响APP蛋白的运输
Protein,PI3K-delta,affects,Pathological_Change,amyloid plaque,PI3K-delta影响淀粉样斑块的形成
Protein,TNF-alpha,secreted_by,Cell,microglial cells,肿瘤坏死因子α由小胶质细胞分泌
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Pathological_Change,amyloid plaques,reduced_by,Gene,PI3Kδ inactivation,PI3Kδ失活减少淀粉样斑块
Gene,PI3Kδ,affects,Protein,APP trafficking,PI3Kδ基因影响淀粉样前体蛋白的运输
Clinical_Manifestation,memory loss,associated_with,Disease,Alzheimer's disease,记忆力丧失与阿尔茨海默病相关
Imaging_Method,Thioflavin S staining,detects,Pathological_Change,amyloid plaques,硫黄素S染色检测淀粉样斑块
Protein,APP,forms,Pathological_Change,tubular APP-positive carriers,APP蛋白形成管状APP阳性载体
Protein,PI3K-delta,expressed_in,Brain_Region,neurons,PI3K-delta在神经元中表达
Disease,Alzheimer's disease,leads_to,Pathological_Change,neuronal death,阿尔茨海默病最终导致神经元死亡
Brain_Region,hippocampus,affected_by,Disease,Alzheimer's disease,海马体受阿尔茨海默病影响
Risk_Factor,neuroinflammation,associated_with,Disease,Alzheimer's disease,神经炎症与阿尔茨海默病相关
Treatment,PI3Kδ inhibition,reduces,Pathological_Change,Aβ plaques,抑制PI3Kδ减少淀粉样斑块
Pathological_Change,amyloid plaque,reduced_by,Treatment,CAL-101,CAL-101减少淀粉样斑块的形成
Clinical_Manifestation,neuroinflammation,reduced_by,Treatment,CAL-101,CAL-101治疗减少神经炎症
Protein,APP,traffics_in,Brain_Region,hippocampus,APP蛋白在海马体神经元中运输
Risk_Factor,chronic neuroinflammation,contributes_to,Disease,Alzheimer's disease,慢性神经炎症是阿尔茨海默病的风险因素
Protein,TNF-alpha,secreted_by,Brain_Region,microglia,TNF-alpha由小胶质细胞分泌
Protein,PI3K-delta,regulates,Protein,TNF-alpha,PI3K-delta调节TNF-alpha的分泌
Protein,amyloid-beta,causes,Pathological_Change,axonal degeneration,淀粉样蛋白导致轴突变性
Protein,TNF-alpha,associated_with,Pathological_Change,amyloid plaque,TNF-alpha与淀粉样斑块的形成相关
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩
Treatment,CAL-101,reduces,Clinical_Manifestation,neuroinflammation,CAL-101减少神经炎症
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Protein,Aβ,accumulates_in,Brain_Region,brain,Aβ蛋白在大脑中积累
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
Protein,amyloid-beta,causes,Pathological_Change,synaptic dysfunction,淀粉样蛋白导致突触功能障碍
Protein,TNF-alpha,promotes,Pathological_Change,Aβ production,肿瘤坏死因子α促进淀粉样蛋白的产生
Imaging_Method,confocal microscopy,detects,Pathological_Change,APP trafficking,共聚焦显微镜用于检测淀粉样前体蛋白的运输
Clinical_Manifestation,cognitive impairment,improved_by,Treatment,CAL-101,CAL-101改善认知功能障碍
Protein,PI3K-delta,expressed_in,Brain_Region,microglia,PI3K-delta在小胶质细胞中表达
Treatment,CAL-101,reduces,Protein,Aβ,CAL-101治疗减少Aβ蛋白水平
Clinical_Test,Morris water maze,assesses,Clinical_Manifestation,spatial learning and memory,Morris水迷宫评估空间学习和记忆能力
Treatment,CAL-101,reduces,Pathological_Change,amyloid plaque,CAL-101减少淀粉样斑块的数量和大小
Protein,PI3K-delta,affects,Clinical_Manifestation,neuroinflammation,PI3K-delta影响神经炎症的发生
Clinical_Manifestation,premature mortality,reduced_by,Gene,PI3Kδ inactivation,PI3Kδ失活减少早逝风险
